isoform,plddt_difference,exon_skipping,alternative_donor_site,alternative_acceptor_site,mutually_exclusive_exon,intron_retention,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon,tm_align
P62913-2,1.0471684758457656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992525525
Q9UBG7-2,0.04903029553334193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9271692
O00254-2,5.041844919786058,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848825053
Q96S94-5,1.0766952008169426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.577972385
P46779-3,15.211177385220012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.825575872
Q9P2T1-3,0.7599576149425218,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952039852
O15091-4,11.227181937688087,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.9050147491610928
O75635-2,0.5988339857909324,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958912091
P24530-2,0.5779972186475533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.824915143
O14593-3,5.625446347769838,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249946221366212
P11511-2,5.863376165028313,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.623483593
Q9BYW1-3,0.5521747527313181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9716329441063531
Q9HCN4-2,0.40858723828515053,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.739439499
Q9BY76-2,1.8694278753480233,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486137852
O15155-2,0.5021074127016618,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.736251969
Q9UHI7-2,3.5427614751274064,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945624384
Q147U1-3,4.200422585544601,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.50935529
P43115-2,1.4521912503304293,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.86230694
A5X5Y0-2,2.8227133309463426,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908745781
Q14565-2,8.39249019607837,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85704263
Q13426-2,0.9251028300541435,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680255099
P07098-2,3.4230820541061604,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9014818026302636
Q6PIU2-3,0.42165802139030006,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.832435348
Q14141-2,0.7092607841656644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.876008508
Q13404-8,4.38980952380949,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.690533677
P60900-2,0.1404145625157298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.953874384
Q29980-2,6.1842629396405755,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582885267
Q9UPT9-2,2.6804701754386855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.924076886
O60683-2,1.548527784673297,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787246367
Q8N490-3,5.502100298593405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.837203911
O75764-2,3.4011960740409393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.385296196
Q11206-2,0.5076160497848008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.903720163
O00241-2,2.509071739915001,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508004395
P55259-2,0.0030540037243724782,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426401663
P53805-4,7.5445329670329215,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.369515302
Q05195-2,0.7038721022496048,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493674706
P51148-2,4.916880298973652,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.883147059
P20711-4,4.952400032299906,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898417153
Q969M7-7,1.639744838005683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.866939911
Q9GZX7-2,3.740469589512088,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910029517
Q8TED4-2,0.7907089978459254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9782434214169644
Q6XZB0-5,1.8111122345803068,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943240267
Q9UQ07-6,0.4231260919711133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883877308
Q7KYR7-5,2.1816363577135434,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.464342518
Q96PU8-8,2.9256972393568788,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.651043738
Q15043-3,0.31953252032518265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857765097
Q9NZN4-2,2.673477586074114,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.861507541
Q4JDL3-4,10.246623261694097,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.849710105
Q5BJH7-2,3.9437972361639453,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.788387366
Q96PU8-3,1.4880452299807416,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664428646
Q6ZVK1-2,13.548578462342888,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.771096765
O75947-2,1.0079507639298413,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473831688
Q03923-3,3.786398145465128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.421165951
Q9NUN5-3,1.407068720755035,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.908093005
Q6ZSG1-2,18.237217175887665,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.49729117
Q16864-2,8.158159263705485,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877904339
P10155-5,1.9565396353337405,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.986061974
Q9BT25-2,2.5117282828987726,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.405186197
P55263-3,5.3738232949914675,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899096213
Q8IU85-2,4.522867328749868,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.882504404
P15529-12,3.558927725786475,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683389342
Q8N2F6-5,3.655055742618927,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584965338
P08962-3,3.5782514544278854,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.716186882
Q16537-3,4.886768019189759,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.912182207
Q9NR63-2,5.451318471109886,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825994619
Q6UWU4-3,1.0187877121025934,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.705628518
Q9UJ83-2,1.2428644050766309,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972371507
Q9H3H3-3,0.7290977839075339,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853983226
P19878-3,1.9210412401286732,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4746496996218849
Q9H1K1-2,4.128912035084781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.860504463
Q8WW34-2,8.67830128205135,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547260301
Q13216-2,5.250879034244903,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.7152076994412715
Q0VAA5-2,2.0060175798102193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.898422536
O43172-2,2.4781219067369875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702753893
O43903-2,5.69001427503224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.6447514
P00374-2,0.5654608833431922,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.851119221
P13674-2,0.09164794007489263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981415403
Q9GZV1-2,0.5427364933739653,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878650297319736
Q9BWL3-2,1.083711624884927,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.678182505
Q9UK58-6,5.2683008777228935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.693708117
Q9UN42-2,1.5473424270557103,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876042384
Q9Y421-3,6.591296583851005,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.443357979
Q8NI32-2,5.301071513423693,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574528029
P04637-3,1.9596391328008735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.641100967
Q9H6Q4-3,6.483722307104642,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.875240021
Q6UE05-2,6.384176100629006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.451110152
P51654-2,4.581220663432504,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683578662
Q96T55-5,2.947138145705182,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738732192
Q8N983-2,1.3593004835366855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.729907218
O43781-2,2.4321596244132024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.74614634
P60880-2,0.32456310679607725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942640584
Q9UJU6-2,0.4416912534397426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393204486
Q99784-5,2.9457084590104614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.591986582
Q9NQ30-2,0.6026881894873526,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55325086
O75602-5,1.4475151000990536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.951514729
P26599-3,2.059261783769017,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7382969
Q9BSK1-2,6.361254247132216,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5581906153732397
Q96I15-2,1.3046868464891332,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.791842674
Q96LA5-5,5.560890309503435,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356691103
O14818-2,0.6850031714389502,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.844141013
Q9Y5P6-2,4.089760981912107,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.964407913
O15173-2,4.959042864145488,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.756125078
Q96E66-2,2.9912216508438547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.80314068
Q96S37-4,2.8564127007354614,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918773949
O15315-4,2.678656506147462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.900942666
Q9BYG5-2,9.291956755493217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.512414069
P55209-2,2.5576070971866898,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.819530291
P24071-4,0.35356435787900864,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.781062965
Q9BRL7-2,3.123297689768947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.641151687
P78383-2,4.925458485440913,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.936693485
P17181-4,1.8838474188421372,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.737150917
P52738-2,9.107057325470763,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681916243
Q9HC23-2,12.014328165374664,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693354786
Q96DA6-2,0.4461443728685168,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.711537693
Q96EV8-2,4.915626075428094,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.535979988
P09493-6,0.0155633802815629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859954815
Q9BY41-8,4.505495258166491,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.660453823
P42679-2,1.092659576946403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8726226842481808
P57727-3,6.944752714885624,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.580084428
P49758-3,1.353158768592209,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889465015
Q9H857-2,0.7290028311004875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.893392062
O43684-2,0.10600160855912577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.994702375
Q13190-2,5.168452856674932,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.705576686
Q13946-3,4.339719917012403,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.67575825
O75648-5,4.787697392896973,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.627789526
Q8WXF5-2,1.410047912087947,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.617597427
Q96MF6-2,0.6244162999471712,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.812704227
Q96IP4-2,2.9717296159244597,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.876976512
Q8IYT4-2,0.2188348995645839,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.664864532
O95990-4,2.536503174603183,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.285822426
Q9NRM0-2,3.9324826049139574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.952736913
P45954-2,6.309462542087445,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.878977346
Q9NS23-3,17.120117970960933,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.613661981
O00442-2,3.450684141470859,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977173027
Q15555-2,0.0038802498435757116,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.610271044
O43665-1,2.4258649762079756,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.858120928
Q6ZVZ8-2,2.765724850472836,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.8668735547998883
Q9NPA1-3,2.1597799934831414,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.837238124
Q00005-3,1.2099867274655622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.939758578
Q96DZ7-2,6.669717624911769,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614653145
P68402-2,3.422179743625847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.78762738
Q8IYX8-2,3.678239130434676,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.62925232
P51157-2,1.2860281777047504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.901209091
Q9BTT6-2,6.524293893129709,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.672354009
P62273-2,8.968712686567159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.851797725
Q86WQ0-2,7.729029423168058,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.907309631
Q5QNW6-2,2.374603174603166,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.858278801
Q9UJT1-6,1.1761187524763983,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862165718
O96001-2,4.276467121587999,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227803048
Q5SWX8-4,1.9262379689751867,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905967544
Q9NPA8-2,0.7210818894389206,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.95510666
Q8TCI5-3,8.754123533700067,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25993869
Q6P2C8-2,2.317892429114295,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554400142
P05108-2,1.8260188871793304,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.821520991
Q6PL45-2,6.723429149797525,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.735010309
Q5SSJ5-3,6.5572028788788685,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.468268598
P36897-3,1.5269768711673635,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837879909551472
O14662-6,3.47457477375562,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.668059173
Q6UX46-2,3.2595091093117503,0.0,0.0,0.0,0.0,60.333333333333336,0.0,0.0,0.0,0.0,0.535723374
Q15555-4,1.2841355833835877,42.333333333333336,0.0,0.0,0.0,0.0,10.333333333333336,0.0,0.0,0.0,0.401314323
Q9BRV3-2,18.40121681295318,41.0,0.0,0.0,0.0,0.0,13.666666666666666,0.0,0.0,0.0,0.510611254
Q8IZL9-4,3.632646304340284,20.666666666666668,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9027700044634313
P07910-4,0.7429869281045853,0.0,6.666666666666667,49.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.392536654
Q6GTX8-3,4.082114166547925,16.666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456896891
Q9H3H1-5,2.1560092883561737,79.33333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83532464
O00453-8,2.2415994108983597,38.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.194196162
Q9H977-3,5.142852164523447,0.0,0.0,0.0,0.0,0.0,0.0,38.0,20.999999999999996,0.0,0.8141907982864713
P00338-2,10.165236126989797,41.0,0.0,7.666666666666667,0.0,0.0,0.0,9.0,0.0,0.0,0.888794584
Q5T9L3-2,2.249469334123134,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.94596522
Q8NCC3-2,22.73420208218836,52.0,41.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666631678
Q9H169-3,2.7177068086050298,0.0,0.0,0.0,0.0,0.0,8.666666666666668,0.0,0.0,13.0,0.742699978
Q99836-3,5.207031272109887,60.0,0.0,0.0,0.0,0.0,0.0,44.66666666666667,0.0,0.0,0.596372871
A5PLN9-4,0.4269707340922366,5.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860966986
Q9H3H1-6,3.486695130121788,37.333333333333336,0.0,0.0,0.0,0.0,264.6666666666667,0.0,0.0,0.0,0.550110598
Q5SQI0-6,8.963047889050728,22.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.33333333333333,0.559962673
Q7L1S5-2,6.3815865413946256,12.333333333333334,0.0,0.0,0.0,0.0,0.0,356.33333333333337,0.0,0.0,0.311356114
Q8N0S2-2,7.082347396496289,0.0,0.0,0.0,0.0,0.0,35.66666666666667,0.0,0.0,33.0,0.58460533
Q9NPH5-9,2.8670277893715195,39.666666666666664,0.0,0.0,0.0,0.0,23.666666666666668,0.0,0.0,0.0,0.842326204
P22748-2,5.753333333333231,81.0,0.0,0.0,0.0,0.0,0.0,123.66666666666667,0.0,0.0,0.564894036
Q92985-3,12.27525590360284,75.0,0.0,0.0,0.0,0.0,0.0,262.3333333333333,0.0,0.0,0.511325813
Q9H1R2-3,12.78240822214211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,62.0,0.558348251
P09132-3,13.95508547008545,25.0,0.0,0.0,0.0,0.0,0.0,40.66666666666667,0.0,0.0,0.264339015
Q9BZW8-3,4.876078205865468,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,35.66666666666667,0.495809067
O75486-4,10.270032603677834,31.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.806965242
Q9BYG7-2,7.697870583717403,51.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,29.666666666666668,0.0,0.524911183
P42081-4,3.7343949157225325,47.666666666666664,0.0,0.0,0.0,0.0,5.666666666666665,0.0,0.0,0.0,0.776668233
Q92890-3,3.4340581910802683,0.0,0.0,17.666666666666668,0.0,0.0,0.0,23.333333333333336,0.0,0.0,0.745454586
P06753-6,0.875599179400183,0.0,0.0,0.0,1.6666666666666679,0.0,0.0,0.0,36.666666666666664,0.0,0.840504515
Q969W1-3,8.163565598857403,9.333333333333334,29.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704569496
Q9Y3E7-4,7.984612909612906,0.0,16.666666666666668,23.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.421856131
O76083-3,6.735367159058697,108.66666666666666,0.0,0.0,0.0,0.0,17.333333333333336,0.0,0.0,0.0,0.676242894
P50539-4,1.7383174281857947,9.666666666666666,0.0,0.0,0.0,0.0,35.666666666666664,0.0,0.0,0.0,0.517955685
O14931-5,6.8676182722750525,0.0,0.0,0.0,0.0,25.333333333333332,0.0,0.0,0.0,11.000000000000004,0.65971129
P22307-6,12.953467615565401,0.0,3.0,0.0,0.0,0.0,400.33333333333337,0.0,0.0,0.0,0.508575632
Q9UKA8-3,0.0491854747799465,57.0,0.0,0.0,0.0,0.0,0.0,10.666666666666671,0.0,0.0,0.498091571
Q8TD08-3,15.450437128371135,0.0,17.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.669825810997765
Q9Y2D2-3,7.106260839160782,83.66666666666667,0.0,0.0,0.0,0.0,0.0,20.666666666666664,0.0,0.0,0.793445608
Q96AT9-3,5.4306120638674145,17.666666666666668,0.0,0.0,0.0,0.0,67.33333333333334,0.0,0.0,0.0,0.781836147
P61244-6,5.462290662650631,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.66666666666667,0.453351854
P67812-3,11.709837837837867,19.0,0.0,0.0,0.0,0.0,0.0,25.333333333333336,0.0,0.0,0.774052881
Q93086-2,7.102326154690985,23.666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808265904
Q8WYN0-2,2.6762108159847315,26.0,0.0,35.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.805253757
Q99755-2,3.9415041281139196,60.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832044352
P06753-7,4.650347546080411,26.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,26.333333333333332,0.752564682
O43759-3,3.080740566881289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.784856687
P13928-2,3.6531335805842815,26.333333333333332,0.0,0.0,0.0,0.0,0.0,157.66666666666666,0.0,0.0,0.622714803
Q9NP81-2,2.943008910008885,25.333333333333332,23.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929396491
Q86UA6-6,2.940237356767412,104.66666666666666,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.0,0.0,0.295271049
Q9BY64-2,1.4784363626102959,102.0,0.0,0.0,0.0,0.0,0.0,91.33333333333333,0.0,0.0,0.775503463
Q9Y587-4,21.065091349739006,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,14.999999999999996,0.673756397
P78310-3,7.232017238725604,206.33333333333331,0.0,0.0,0.0,0.0,0.0,68.33333333333333,0.0,0.0,0.364008474
Q5JS13-2,0.7937480358251747,41.66666666666667,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.637675447
Q9UKR8-3,2.8241153666946275,24.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.477232623
Q16653-12,10.066286549707641,115.66666666666667,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.37815751
Q15109-2,8.891537114237721,47.0,14.0,9.666666666666666,0.0,0.0,0.0,10.333333333333332,0.0,0.0,0.7025970916689737
O00154-3,2.0067771991816556,24.0,0.0,0.0,0.0,0.0,0.0,79.0,16.333333333333336,0.0,0.814999834
Q6WN34-4,8.118152434419954,31.0,0.0,0.0,0.0,0.0,19.66666666666667,234.0,0.0,0.0,0.428088114
A5X5Y0-6,7.098510227851818,14.666666666666666,0.0,26.0,0.0,0.0,15.333333333333336,0.0,0.0,0.0,0.840309066
O15162-2,9.24981689355944,72.33333333333333,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.786047846
Q2VPK5-5,1.3820754679210552,19.333333333333332,0.0,0.0,0.0,0.0,0.0,10.333333333333334,0.0,0.0,0.897694575
Q14183-2,0.6880073619632014,0.0,0.0,23.666666666666668,0.0,0.0,117.33333333333333,94.66666666666667,0.0,0.0,0.437577409
P09493-9,0.03323943661973772,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.333333333333332,0.98638832
Q9HD64-4,24.475475040257663,0.0,0.0,5.333333333333333,0.0,0.0,0.0,17.0,0.0,0.0,0.232923145
P60842-2,2.1384917874533613,0.0,20.666666666666668,0.0,0.0,0.0,0.0,38.333333333333336,0.0,0.0,0.8404455062410141
P04637-5,5.937588258092788,0.0,0.0,0.0,0.0,0.0,38.33333333333333,0.0,0.0,51.66666666666667,0.658062955
Q14451-2,5.483876217389053,29.0,0.0,0.0,0.0,0.0,0.0,55.33333333333333,0.0,0.0,0.592876348
P17706-4,1.9940728768734743,22.666666666666668,0.0,34.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.786919334
Q6UX41-5,6.797121152737688,0.0,0.0,43.333333333333336,0.0,0.0,0.0,196.33333333333334,0.0,0.0,0.611602333
Q15646-2,8.549399252308021,80.33333333333333,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.67831585
