isoform,length,plddt,class,seqence identity,tm-score,helix,sheet,loop,surface charge,radius of gyration,high id low tm,charge positive,charge negative,radius positive,radius negative,ptm added,ptm buried to exposed,ptm exposed to buried,ptm missed,ptm added(curated),ptm buried to exposed(curated),ptm exposed to buried(curated),ptm missed(curated)
Q8IXM6-6,109,65.0940367,low,15.96091205,0.253968254,0.321100917,0,0.678899083,0,34.43778126,na,na,na,na,na,0,0,0,0,0,0,0,0
Q11203-14,151,65.0918543,low,36,0.42904438,0.549668874,0,0.450331126,-1,28.34557779,na,na,na,na,na,0,0,0,0,0,0,0,0
O43236-6,274,65.08737226,low,52.30125523,0.417306857,0.244525547,0.109489051,0.645985401,-6,34.89362678,na,na,na,na,na,0,0,0,0,0,0,0,0
P85299-2,287,65.08630662,low,72.42268041,0.441231222,0.299651568,0,0.700348432,-4,35.64502337,na,na,na,na,na,0,0,0,0,0,0,0,0
P0C1Z6-2,244,65.08418033,low,96.44268775,0.537400931,0.327868852,0,0.672131148,-6,38.53247534,na,na,na,na,na,0,0,0,0,0,0,0,0
Q00987-2,296,65.08334459,low,60.28513238,0.331598546,0.057432432,0.067567568,0.875,-39,37.2964665,na,na,na,na,na,0,0,0,0,0,0,0,0
A8K8V0-2,390,65.08141026,low,96.2962963,0.533022094,0.38974359,0.071794872,0.538461538,20,32.54802657,na,na,na,na,na,0,0,0,0,0,0,0,0
O60759-2,253,65.07905138,low,70.4735376,0.450754421,0.264822134,0.043478261,0.691699605,-2,36.22330774,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7L8W6-2,165,65.07812121,low,44.19475655,0.605950398,0.309090909,0.193939394,0.496969697,-2,15.34766645,na,na,na,na,na,0,0,0,0,0,0,0,0
O14770-8,388,65.07510309,low,78.75,0.604228246,0.412371134,0,0.587628866,-15,39.31795649,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UJD0-2,153,65.0703268,low,41.88311688,0.181090694,0.137254902,0,0.862745098,11,41.58103316,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9GZM7-2,284,65.06524648,low,32.24043716,0.540894798,0.278169014,0.031690141,0.690140845,3,22.17833866,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6X4W1-4,500,65.05406,low,94.33962264,0.514839337,0.338,0.068,0.594,14,37.42737476,na,na,na,na,na,0,0,0,0,0,0,0,0
P61978-2,464,65.05314655,low,98.92241379,0.53608978,0.232758621,0.129310345,0.637931034,-9,39.97174344,na,na,na,na,na,0,0,0,0,0,0,0,0
P49023-3,605,65.04717355,low,90.06410256,0.570974637,0.198347107,0.095867769,0.705785124,-12,49.61664421,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9HAK2-2,264,65.03799242,low,40.77834179,0.33776109,0.231060606,0.132575758,0.636363636,6,33.08055773,na,na,na,na,na,0,0,0,0,0,0,0,0
Q86W11-3,221,65.03633484,low,38.4,0.384547112,0.429864253,0,0.570135747,-22,32.15985733,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6P4F1-7,92,65.03608696,low,16.875,0.347795097,0.22826087,0.260869565,0.510869565,3,16.10444628,na,na,na,na,na,0,0,0,0,0,0,0,0
Q14938-5,440,65.03411364,low,83.66533865,0.561218869,0.309090909,0.013636364,0.677272727,8,38.2468582,na,na,na,na,na,0,0,0,0,0,0,0,0
Q1HG43-2,483,65.03391304,low,69.15113872,0.674091336,0.391304348,0.080745342,0.527950311,14,39.55477295,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BRK0-2,254,65.03098425,low,99.21259843,0.633050491,0.578740157,0,0.421259843,10,45.5114093,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96JC9-2,167,65.03047904,low,58.58208955,0.169156763,0.215568862,0,0.784431138,-8,32.45695755,na,na,na,na,na,0,0,0,0,0,0,0,0
P58340-4,258,65.0277907,low,85.86572438,0.552639886,0.209302326,0.263565891,0.527131783,9,28.08293899,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5VTY9-4,82,65.02768293,low,10.68548387,0.270285787,0.707317073,0,0.292682927,1,25.15867818,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UPM6-6,176,65.02681818,low,48.48484848,0.328315218,0.340909091,0,0.659090909,4,26.65346116,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H902-3,208,65.02548077,low,89.20187793,0.663004653,0.745192308,0,0.254807692,9,38.40658392,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UPM6-3,392,65.01780612,low,92.60204082,0.57743781,0.196428571,0.102040816,0.701530612,8,39.22060444,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NZU7-1,227,65.01268722,low,47.2972973,0.365928543,0.643171806,0,0.356828194,-17,22.8907572,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6ZS10-2,265,65.01196226,low,65.45454545,0.246246812,0.328301887,0,0.671698113,-22,48.05974616,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6ZVM7-4,240,64.99525,low,47.33727811,0.193943082,0.454166667,0,0.545833333,-19,34.41716919,na,na,na,na,na,0,0,0,0,0,0,0,0
O43541-4,338,64.98946746,low,64.27145709,0.382852392,0.198224852,0.035502959,0.766272189,3,40.35855791,na,na,na,TRUE,na,0,0,0,0,0,0,0,0
O14770-3,394,64.98898477,low,80,0.578171561,0.395939086,0,0.604060914,-15,40.55490949,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NZR4-6,218,64.98844037,low,57.80821918,0.250243994,0.188073394,0,0.811926606,3,40.11801572,na,na,na,na,na,0,0,0,0,0,0,0,0
O75494-5,165,64.98769697,low,55.72519084,0.500683125,0.248484848,0.157575758,0.593939394,15,35.64323848,na,na,na,na,na,0,0,0,0,0,0,0,0
Q06055-2,198,64.98318182,low,71.21212121,0.522764533,0.46969697,0,0.53030303,5,33.3091329,na,na,na,na,na,0,0,0,0,0,0,0,0
Q14CB8-4,112,64.979375,low,22.67206478,0.254758426,0.223214286,0,0.776785714,18,28.39154878,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IZS5-3,183,64.97699454,low,49.03474903,0.404359116,0.092896175,0,0.907103825,-10,40.0294448,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5T0J7-3,201,64.97681592,low,79.39914163,0.462370857,0.402985075,0,0.597014925,9,42.25774233,na,na,na,na,na,0,0,0,0,0,0,0,0
Q02509-3,493,64.97535497,low,96.55172414,0.446031432,0.281947262,0.042596349,0.675456389,-26,35.08877976,na,na,na,na,na,0,0,0,0,0,0,0,0
A6NNP5-6,141,64.97141844,low,34.02489627,0.416210922,0.496453901,0,0.503546099,1,33.70114626,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
Q8NEK5-2,545,64.9700367,low,97.24770642,0.589338987,0.330275229,0.143119266,0.526605505,6,47.77920639,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NW68-9,335,64.9658806,low,77.90697674,0.335618836,0.346268657,0,0.653731343,-37,39.26696945,na,na,na,na,na,0,0,0,0,0,0,0,0
P56537-2,226,64.95787611,low,64.28571429,0.767413418,0.331858407,0.146017699,0.522123894,-7,20.43586002,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96ME7-2,490,64.95593878,low,86.41975309,0.345708436,0.363265306,0.042857143,0.593877551,44,42.82520181,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8NFA2-2,375,64.93194667,low,99.73404255,0.734015431,0.24,0.28,0.48,11,29.67375164,na,na,na,na,na,0,0,0,0,0,0,0,0
Q15011-3,232,64.92965517,low,59.33503836,0.349132865,0.146551724,0.107758621,0.745689655,-9,39.40276928,na,na,na,na,na,0,0,0,0,0,0,0,0
P43364-2,394,64.91809645,low,91.84149184,0.677464974,0.38071066,0.060913706,0.558375635,-30,30.90829391,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6ZVM7-2,457,64.91673961,low,90.13806706,0.383870707,0.463894967,0,0.536105033,-29,39.61970698,na,na,na,na,na,0,0,0,0,0,0,0,0
P35680-4,427,64.91309133,low,72.40143369,0.462128987,0.346604215,0,0.653395785,7,39.00038318,na,na,na,na,na,0,0,0,0,0,0,0,0
O95684-3,149,64.91228188,low,31.95121951,0.221064823,0.308724832,0,0.691275168,-13,34.02470667,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96HJ5-2,168,64.90994048,low,78.5046729,0.467856131,0.642857143,0,0.357142857,-7,34.57020915,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7M4L6-2,376,64.90848404,low,88.88888889,0.331070708,0.138297872,0.071808511,0.789893617,0,41.03867819,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y483-2,262,64.89053435,low,44.18212479,0.20459937,0.145038168,0.110687023,0.744274809,16,39.16761972,na,na,na,na,na,0,0,0,0,0,0,0,0
O75052-3,501,64.88828343,low,99.01185771,0.582997173,0.303393214,0.107784431,0.588822355,-9,38.65257935,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7L513-13,192,64.8840625,low,46.54255319,0.275450813,0.369791667,0,0.630208333,-8,39.39901285,na,na,na,na,na,0,0,0,0,0,0,0,0
Q03060-17,221,64.8838914,low,56.7867036,0.403526125,0.280542986,0.117647059,0.601809955,6,33.50128367,na,na,na,na,na,0,0,0,0,0,0,0,0
Q401N2-2,266,64.88067669,low,45.05747126,0.451485872,0.19924812,0.270676692,0.530075188,13,28.84997274,na,na,na,na,na,0,0,0,0,0,0,0,0
P78314-3,589,64.87894737,low,95.24617997,0.536583658,0.106960951,0.118845501,0.774193548,7,43.06061208,na,na,na,na,na,0,0,0,0,0,0,0,0
Q14802-4,96,64.8765625,low,61.94690265,0.663600063,0.541666667,0,0.458333333,1,28.41547838,na,na,na,na,na,0,0,0,0,0,0,0,0
Q13422-6,289,64.87252595,low,55.68400771,0.16890787,0.214532872,0.024221453,0.761245675,-20,39.08209704,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8WV48-3,139,64.86179856,low,48.40989399,0.280450019,0.741007194,0,0.258992806,0,36.89498423,na,na,na,na,na,0,0,0,0,0,0,0,0
Q70YC5-5,51,64.85941176,low,12.53071253,0.175842365,0.235294118,0,0.764705882,8,24.20549607,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8WVE7-2,121,64.85570248,low,84.02777778,0.367120418,0.669421488,0,0.330578512,3,33.70228831,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BPZ7-6,372,64.84043011,low,68.58237548,0.510865931,0.298387097,0.134408602,0.567204301,1,38.80485435,na,na,na,na,na,0,0,0,0,0,0,0,0
O43914-2,112,64.84008929,low,99.11504425,0.570329172,0.401785714,0,0.598214286,2,37.27372753,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96P11-3,324,64.8258642,low,46.35193133,0.593825268,0.342592593,0.058641975,0.598765432,26,23.48704758,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7LFL8-2,227,64.82568282,low,70.49689441,0.381397112,0.40969163,0.035242291,0.555066079,7,33.51976992,na,na,na,na,na,0,0,0,0,0,0,0,0
P08174-7,551,64.82479129,low,69.14700544,0.660964905,0.029038113,0.212341198,0.75862069,15,54.10891646,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9HBT8-2,511,64.82232877,low,97.88867562,0.609548179,0.405088063,0.123287671,0.471624266,14,40.28193087,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96J87-2,368,64.82002717,low,72.42798354,0.333911173,0.288043478,0.144021739,0.567934783,3,33.58435891,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5RIA9-3,347,64.8143804,low,87.84810127,0.536388155,0.236311239,0.221902017,0.541786744,-23,25.59915167,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5FBB7-3,292,64.81400685,low,51.87165775,0.323693453,0.421232877,0,0.578767123,20,42.57567812,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UGQ2-2,130,64.81161538,low,75,0.36850811,0.853846154,0,0.146153846,-2,27.5825015,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5HYL7-2,104,64.79586538,low,58.42696629,0.482151971,0.855769231,0,0.144230769,2,32.55596399,na,na,na,na,na,0,0,0,0,0,0,0,0
O75386-3,170,64.79541176,low,32.46753247,0.145813078,0.205882353,0,0.794117647,-2.22E-16,35.51416898,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NWS1-2,498,64.78746988,low,86.01036269,0.584655582,0.481927711,0,0.518072289,12,33.24100638,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BPY8-2,94,64.78659574,low,57.89473684,0.591067907,0.468085106,0,0.531914894,-11,16.56607308,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96N06-2,140,64.77992857,low,90.71428571,0.207193558,0.035714286,0,0.964285714,8,39.74317183,na,na,na,na,na,0,0,0,0,0,0,0,0
Q86X24-3,323,64.77854489,low,79.69543147,0.518278705,0.216718266,0.173374613,0.609907121,-8,29.82718821,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9Y421-2,107,64.77364486,low,68.42105263,0.442614745,0.607476636,0,0.392523364,13,27.57247757,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N6N3-3,100,64.7736,low,49.73262032,0.241958023,0.23,0,0.77,-6,27.04145487,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5XKR9-4,112,64.76571429,low,71.77419355,0.230317958,0.151785714,0,0.848214286,3,32.46039689,na,na,na,na,na,0,0,0,0,0,0,0,0
O75822-2,204,64.75745098,low,78.68217054,0.233015422,0.460784314,0,0.539215686,-15,34.5402838,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BW71-3,175,64.74954286,low,20.34782609,0.291360953,0.451428571,0,0.548571429,2,30.87897238,na,na,na,na,na,0,0,0,0,0,0,0,0
P35372-16,128,64.7484375,low,23.18501171,0.250653622,0.4765625,0,0.5234375,2,35.47691621,na,na,na,na,na,0,0,0,0,0,0,0,0
O43555-2,112,64.74651786,low,93.33333333,0.391923952,0.401785714,0,0.598214286,6,34.80951747,na,na,na,na,na,0,0,0,0,0,0,0,0
P15391-2,557,64.74490126,low,99.82046679,0.608048987,0.113105925,0.219030521,0.667863555,-23,47.87740486,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6X4T0-2,101,64.73861386,low,51.1627907,0.312196528,0.732673267,0,0.267326733,2,41.56793581,na,na,na,na,na,0,0,0,0,0,0,0,0
Q7LG56-4,66,64.7369697,low,14.97175141,0.197239903,0.166666667,0,0.833333333,-11,23.13167373,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5T0J7-5,212,64.73613208,low,85.16949153,0.609334748,0.443396226,0,0.556603774,12,44.19696847,na,na,na,na,na,0,0,0,0,0,0,0,0
O43768-3,137,64.72613139,low,88.32116788,0.216781184,0.408759124,0,0.591240876,-2,32.64562464,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6WBX8-4,271,64.72553506,low,63.61502347,0.460203072,0.099630996,0.206642066,0.693726937,-14,32.67003025,na,na,na,na,na,0,0,0,0,0,0,0,0
O00559-2,258,64.72434109,low,82.55813953,0.363006089,0.484496124,0,0.515503876,2,37.5866985,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NYB9-3,401,64.7242394,low,69.06614786,0.289899207,0.159600998,0.079800499,0.760598504,0,46.63710783,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IU57-2,491,64.72297352,low,94.42307692,0.494561354,0.093686354,0.144602851,0.761710794,-23,49.09243056,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N5Y2-5,416,64.71983173,low,74.7148289,0.350677692,0.336538462,0.086538462,0.576923077,7,35.99123277,na,na,na,na,na,0,0,0,0,0,0,0,0
Q495B1-6,41,64.71439024,low,2.979515829,0.182875168,0.219512195,0,0.780487805,-6,26.57062066,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5TAQ9-2,273,64.71388278,low,41.83333333,0.258942013,0.256410256,0.091575092,0.652014652,-27,34.19222226,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NP31-4,371,64.70929919,low,94.60154242,0.485492924,0.121293801,0.07277628,0.805929919,1,40.74512061,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UKS7-8,230,64.70452174,low,43.72623574,0.184775503,0.086956522,0.030434783,0.882608696,-10,37.91667873,na,na,na,na,na,0,0,0,0,0,0,0,0
Q86W33-2,239,64.70305439,low,56.26666667,0.563657521,0.656903766,0,0.343096234,4,27.58104788,na,na,na,na,na,0,0,0,0,0,0,0,0
O14770-2,401,64.69793017,low,81.45833333,0.491628335,0.401496259,0,0.598503741,-16,41.35953941,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UKS7-5,52,64.69730769,low,8.935361217,0.169575419,0,0,1,-5,35.28158644,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H0Q3-2,112,64.69401786,low,55.26315789,0.560960343,0.410714286,0,0.589285714,7,38.53639283,na,na,na,na,na,0,0,0,0,0,0,0,0
Q14439-3,514,64.68966926,low,96.32495164,0.612967142,0.63229572,0,0.36770428,8,37.03635713,na,na,na,na,na,0,0,0,0,0,0,0,0
O75190-2,241,64.68929461,low,71.7791411,0.624345284,0.286307054,0.141078838,0.572614108,0,27.71892005,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NNX6-2,398,64.68821608,low,98.51485149,0.52352193,0.492462312,0.060301508,0.447236181,-3,33.46843172,na,na,na,na,na,0,0,0,0,0,0,0,0
P32314-2,341,64.68677419,low,76.33410673,0.309227328,0.351906158,0.023460411,0.624633431,4,42.0917339,na,na,na,na,na,0,0,0,0,0,0,0,0
O14771-2,301,64.68083056,low,58.15450644,0.516581382,0.392026578,0.069767442,0.53820598,20,32.04476714,na,na,na,na,na,0,0,0,0,0,0,0,0
Q14103-3,306,64.68078431,low,85.91549296,0.594040817,0.212418301,0.147058824,0.640522876,2,33.46024287,na,na,na,na,na,0,0,0,0,0,0,0,0
Q13227-2,303,64.67874587,low,91.74311927,0.461579183,0.399339934,0,0.600660066,5,49.32744186,na,na,na,na,na,0,0,0,0,0,0,0,0
P58340-2,200,64.67585,low,74.62686567,0.378089339,0.215,0.24,0.545,10,26.97351751,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UF11-3,224,64.66254464,low,92.18106996,0.557179438,0.178571429,0.263392857,0.558035714,4,24.54420145,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9C0I9-2,468,64.66202991,low,86.98113208,0.515696247,0.457264957,0.025641026,0.517094017,21,43.74816065,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5T6S3-3,130,64.66061538,low,21.26929674,0.367383833,0.138461538,0.284615385,0.576923077,5,23.99434348,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8NDF8-5,698,64.6541404,low,81.94842407,0.667293918,0.260744986,0.050143266,0.689111748,23,39.53680901,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8NCT3-2,507,64.6522288,low,88.36772983,0.521927442,0.447731755,0.035502959,0.516765286,30,36.73602484,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96GF1-2,136,64.65176471,low,70.83333333,0.288372539,0.301470588,0.066176471,0.632352941,-6,29.08245828,na,na,na,na,na,0,0,0,0,0,0,0,0
O75475-2,333,64.64783784,low,61.35084428,0.337839758,0.177177177,0.075075075,0.747747748,10,43.0522733,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8TB92-4,53,64.64169811,low,10.66666667,0.269822155,0.622641509,0,0.377358491,0,14.56395985,na,na,na,na,na,0,0,0,0,0,0,0,0
P62847-4,289,64.63224913,low,45.32871972,0.683090816,0.3183391,0.179930796,0.501730104,28,32.45172382,na,na,na,TRUE,na,0,0,0,0,0,0,0,0
Q9Y241-2,107,64.62841121,low,86.91588785,0.541772449,0.822429907,0,0.177570093,4,18.46261041,na,na,na,na,na,0,0,0,0,0,0,0,0
O00712-4,471,64.62760085,low,87.47346072,0.597756061,0.33970276,0.012738854,0.647558386,11,37.44528072,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8IXQ4-4,175,64.62737143,low,40.17094017,0.283127089,0.177142857,0,0.822857143,-11,33.74308664,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8WUR7-2,149,64.62637584,low,78.26086957,0.501408951,0.11409396,0.228187919,0.657718121,4,24.73986598,na,na,na,na,na,0,0,0,0,0,0,0,0
Q2I0M4-2,45,64.62488889,low,13.17365269,0.225935599,0.377777778,0,0.622222222,4,24.27479372,na,na,na,na,na,0,0,0,0,0,0,0,0
H3BTG2-2,134,64.62126866,low,65.58441558,0.425142967,0.626865672,0,0.373134328,7,43.23261975,na,na,na,na,na,0,0,0,0,0,0,0,0
Q71RG4-2,301,64.61803987,low,93.7694704,0.556474107,0.322259136,0.086378738,0.591362126,-14,42.82513331,na,na,na,na,na,0,0,0,0,0,0,0,0
P57768-2,315,64.61695238,low,91.56976744,0.360951761,0.266666667,0,0.733333333,-28,39.66812138,na,na,na,na,na,0,0,0,0,0,0,0,0
Q02548-6,357,64.61666667,low,91.30434783,0.528581234,0.24929972,0.019607843,0.731092437,6,39.81410456,na,na,na,na,na,0,0,0,0,0,0,0,0
Q2VYF4-2,444,64.61279279,low,90.42769857,0.72651875,0.509009009,0,0.490990991,13,35.03651459,na,na,na,na,na,0,0,0,0,0,0,0,0
Q92879-4,512,64.60933594,low,94.54191033,0.4809275,0.259765625,0.130859375,0.609375,5,36.41648101,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8WWN9-2,438,64.60625571,low,99.7716895,0.485304698,0.219178082,0.102739726,0.678082192,0,42.06847625,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96T49-2,525,64.60539048,low,92.59259259,0.497662815,0.476190476,0,0.523809524,-7,41.26601122,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UL40-2,319,64.60332288,low,92.1630094,0.470537315,0.429467085,0.021943574,0.548589342,14,34.94101938,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H7X0-5,190,64.59815789,low,40.61433447,0.535656237,0.3,0.173684211,0.526315789,-5,19.60278295,na,na,na,na,TRUE,0,0,0,0,0,0,0,0
P30305-3,539,64.59343228,low,92.93103448,0.510417975,0.246753247,0.038961039,0.714285714,-6,42.31349164,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8NCT3-3,469,64.59221748,low,88.65384615,0.573306505,0.383795309,0.038379531,0.57782516,21,31.38589181,na,na,na,na,na,0,0,0,0,0,0,0,0
P17947-2,271,64.59059041,low,99.63099631,0.492338765,0.206642066,0.062730627,0.730627306,-5,39.73802016,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96K19-3,200,64.5872,low,53.90334572,0.293808792,0.405,0.045,0.55,-6,30.62194515,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96CS7-2,309,64.57705502,low,47.72036474,0.488542686,0.093851133,0.161812298,0.74433657,19,37.42401138,na,na,na,na,na,0,0,0,0,0,0,0,0
Q5TBE3-2,95,64.56610526,low,76.36363636,0.530008204,0.389473684,0,0.610526316,-2,28.29781603,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BQ16-8,393,64.56122137,low,89.90825688,0.282711811,0.256997455,0.083969466,0.659033079,-25,32.20141977,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9H902-4,143,64.55657343,low,41.46341463,0.355633358,0.496503497,0,0.503496503,12,29.90669849,na,na,na,na,na,0,0,0,0,0,0,0,0
O14893-4,44,64.55318182,low,11.07142857,0.197905736,0.181818182,0,0.818181818,1,28.16144629,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96GN5-2,453,64.54770419,low,99.77973568,0.501496089,0.286975717,0.015452539,0.697571744,-7,39.91999924,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96CJ1-2,130,64.52615385,low,50,0.174809137,0.284615385,0,0.715384615,-15,33.07982344,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N6U8-3,397,64.50926952,low,75.04725898,0.485034593,0.576826196,0.022670025,0.400503778,5,38.4711518,na,na,na,na,na,0,0,0,0,0,0,0,0
O43399-4,200,64.50345,low,84.54545455,0.373032125,0.57,0,0.43,-3,38.97328458,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9UBU3-2,116,64.4987069,low,99.14529915,0.703088112,0.396551724,0.120689655,0.482758621,-3,25.57206354,na,na,na,na,na,0,0,0,0,0,0,0,0
Q99909-2,170,64.49758824,low,78.89447236,0.448341922,0.252941176,0,0.747058824,10,27.75299557,na,na,na,na,na,0,0,0,0,0,0,0,0
P56179-3,293,64.49177474,low,59.72696246,0.382813936,0.249146758,0,0.750853242,8,38.80000755,na,na,na,na,na,0,0,0,0,0,0,0,0
P42167-2,345,64.49153623,low,75.99118943,0.229751667,0.304347826,0,0.695652174,7,41.0825604,na,na,na,na,na,0,0,0,0,0,0,0,0
Q6ZN18-3,301,64.47495017,low,56.84007707,0.343587049,0.368770764,0.109634551,0.521594684,25,35.89524653,na,na,na,na,na,0,0,0,0,0,0,0,0
P0CAP2-3,363,64.47286501,low,86.05263158,0.306425726,0.347107438,0,0.652892562,4,41.11452905,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BZE9-2,647,64.46581144,low,85.47140649,0.71200936,0.191653787,0.14374034,0.664605873,4,39.55802279,na,na,na,na,na,0,0,0,0,0,0,0,0
P15692-18,317,64.4644795,low,32.2815534,0.410244352,0.170347003,0.1829653,0.646687697,-3,36.73482955,na,na,TRUE,na,na,0,0,0,0,0,0,0,0
Q96FE7-3,106,64.4540566,low,40.30418251,0.370722295,0.556603774,0,0.443396226,-1,43.82231898,na,na,na,na,na,0,0,0,0,0,0,0,0
P14921-5,272,64.45220588,low,59.41043084,0.315630737,0.305147059,0,0.694852941,-19,38.25691033,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9NP87-3,508,64.44893701,low,61.34453782,0.49428933,0.322834646,0.102362205,0.57480315,16,31.94438672,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96GQ5-2,206,64.44796117,low,28.91566265,0.519359515,0.40776699,0.063106796,0.529126214,1,19.64750708,na,na,na,na,na,0,0,0,0,0,0,0,0
O43399-7,229,64.44786026,low,89.95633188,0.343279927,0.589519651,0,0.410480349,-3,42.43177217,na,na,na,na,na,0,0,0,0,0,0,0,0
Q13118-3,91,64.44538462,low,16.45833333,0.227186245,0.472527473,0,0.527472527,-5,28.14489685,na,na,na,na,na,0,0,0,0,0,0,0,0
Q15583-3,286,64.44520979,low,67.33167082,0.367162954,0.269230769,0,0.730769231,1,39.36071049,na,na,na,na,na,0,0,0,0,0,0,0,0
Q9BX59-5,254,64.43051181,low,54.27350427,0.524108263,0.224409449,0.244094488,0.531496063,-8,26.63410962,na,na,na,na,na,0,0,0,0,0,0,0,0
Q15417-3,283,64.42883392,low,86.01823708,0.282184176,0.19434629,0,0.80565371,-3,49.66508937,na,na,na,na,na,0,0,0,0,0,0,0,0
Q96HH9-4,416,64.42444712,low,94.67592593,0.413178369,0.298076923,0.122596154,0.579326923,5,43.53415946,na,na,na,na,na,0,0,0,0,0,0,0,0
O43521-18,103,64.41543689,low,52.02020202,0.238540972,0.388349515,0,0.611650485,2,30.619233,na,na,na,na,na,0,0,0,0,0,0,0,0
Q8N5Y2-2,462,64.41454545,low,88.29174664,0.585884437,0.406926407,0.012987013,0.58008658,4,42.38838402,na,na,na,na,na,0,0,0,0,0,0,0,0
Q15287-3,268,64.39630597,low,87.54098361,0.648168368,0.115671642,0.097014925,0.787313433,47,50.21452575,na,na,na,na,na,0,0,0,0,0,0,0,0
Q14592-2,521,64.39618042,low,92.70462633,0.555776919,0.282149712,0.147792706,0.570057582,-2,39.74783165,na,na,na,na,na,0,0,0,0,0,0,0,0
O95214-2,169,64.39142012,low,52.68817204,0.454307837,0.704142012,0,0.295857988,5,25.56467326,na,na,na,na,na,0,0,0,0,0,0,0,0
