isoform,length,plddt,transcript_ID,gene_ID,gene_name
O75602-4,270,89.26240740740742,na,na,na
Q9NXR8-3,93,89.2331182795699,ENST00000427726.5,ENSG00000071243.16,ING3
Q9UKF7-2,268,91.8327611940298,na,na,na
P57087-3,312,81.03467948717946,ENST00000400532.5,ENSG00000154721.15,JAM2
O14933-2,87,95.42655172413797,ENST00000340573.8,ENSG00000156587.16,UBE2L6
P34913-3,489,95.8046216768915,ENST00000521780.5,ENSG00000120915.14,EPHX2
Q9ULV4-2,480,90.56189583333337,ENST00000549772.5,ENSG00000110880.11,CORO1C
Q12792-3,357,83.95288515406162,ENST00000548315.5,ENSG00000151239.14,TWF1
P15586-2,532,87.60125939849617,ENST00000542058.5,ENSG00000135677.11,GNS
O14896-2,372,70.98206989247308,ENST00000542854.5,ENSG00000117595.12,IRF6
P13688-5,461,78.91674620390464,ENST00000358394.7,ENSG00000079385.23,CEACAM1
P13929-3,391,96.34746803069048,ENST00000519584.5,ENSG00000108515.18,ENO3
Q9H3S4-2,124,75.67282258064515,na,na,na
Q9H2U2-2,349,84.96246418338106,na,na,na
Q14CB8-5,301,78.39833887043186,na,na,na
Q8IWF9-3,313,72.5495207667731,na,na,na
Q9Y484-2,371,88.15382749326156,ENST00000322995.13,ENSG00000196998.19,WDR45
Q9Y3B7-3,181,78.40375690607728,ENST00000329819.4,ENSG00000174547.13,MRPL11
Q9HD40-2,47,82.01042553191492,ENST00000514585.5,ENSG00000109618.13,SEPSECS
Q5BJH7-6,299,74.92464882943148,ENST00000329420.12,ENSG00000167645.17,YIF1B
Q6P587-2,226,93.9953982300885,na,na,na
Q16635-9,224,89.7870089285714,na,na,na
Q9HAF1-4,192,70.53468749999998,ENST00000373073.8,ENSG00000163875.16,MEAF6
Q9UJA5-2,399,78.38290726817044,na,na,na
P08631-4,525,83.31824761904754,ENST00000375862.7,ENSG00000101336.18,HCK
Q96PM5-6,239,93.16439330543938,ENST00000512706.5,ENSG00000163743.14,RCHY1
P36639-1,197,84.29862944162437,na,na,na
Q16560-2,251,75.84474103585659,ENST00000412157.2,ENSG00000184209.15,SNRNP35
Q6P1Q0-2,304,87.9272697368421,ENST00000550929.5,ENSG00000050426.16,LETMD1
P04637-7,261,81.45061302681987,ENST00000504937.5,ENSG00000141510.18,TP53
Q92851-2,479,81.09325678496866,na,na,na
Q8WZ73-2,355,71.76538028169023,ENST00000413582.6,ENSG00000092871.17,RFFL
P00750-3,516,81.47718992248058,ENST00000352041.7,ENSG00000104368.19,PLAT
P59103-3,82,70.67158536585366,ENST00000329625.9,ENSG00000182346.22,DAOA
Q6P1R3-2,329,76.81197568389062,ENST00000526629.1,ENSG00000120458.13,MSANTD2
Q9HB55-4,250,82.38036,ENST00000434806.5,ENSG00000021461.18,CYP3A43
Q9HA47-3,268,80.59533582089556,ENST00000372210.7,ENSG00000130717.13,UCK1
Q9H6J7-3,274,86.50934306569343,ENST00000395460.6,ENSG00000149179.14,C11orf49
P48730-2,409,81.77007334963321,ENST00000392334.6,ENSG00000141551.15,CSNK1D
P61077-3,149,95.1413422818792,ENST00000357194.10,ENSG00000109332.20,UBE2D3
Q9Y6F1-2,540,84.96174074074068,na,na,na
Q6UXY1-2,515,71.30347572815532,na,na,na
Q6ZMM2-2,481,82.9049064449065,na,na,na
Q9Y5N5-2,186,92.34252688172045,ENST00000351429.7,ENSG00000156239.12,N6AMT1
Q86Y78-2,76,89.68171052631578,ENST00000392854.4,ENSG00000187123.15,LYPD6
P31751-2,438,80.29150684931516,ENST00000424901.5,ENSG00000105221.18,AKT2
Q9NSC5-4,121,93.55041322314048,na,na,na
Q96PM5-8,212,87.2397169811321,ENST00000507014.1,ENSG00000163743.14,RCHY1
Q9H4B0-2,364,91.1400824175824,ENST00000519810.5,ENSG00000128694.12,OSGEPL1
Q7Z624-2,132,72.91946969696968,ENST00000403853.7,ENSG00000143919.15,CAMKMT
Q8TBF5-2,276,76.65253623188406,ENST00000296333.10,ENSG00000163964.18,PIGX
A6NI73-2,287,82.09484320557485,ENST00000486742.2,ENSG00000187116.14,LILRA5
Q12933-4,476,89.64023109243689,na,na,na
Q9Y673-2,294,90.93639455782306,ENST00000443765.6,ENSG00000120697.10,ALG5
Q8N126-2,432,79.67921296296298,ENST00000368124.8,ENSG00000162706.13,CADM3
P49368-2,507,85.52631163708091,ENST00000368259.6,ENSG00000163468.15,CCT3
Q5T1Q4-2,349,81.59094555873922,ENST00000621341.1,ENSG00000196376.11,SLC35F1
Q9UIB8-7,214,74.7235046728972,ENST00000534968.5,ENSG00000066294.15,CD84
Q8WU68-3,181,74.67044198895024,ENST00000378975.8,ENSG00000161265.15,U2AF1L4
Q5HYI7-2,158,83.30645569620252,na,na,na
P24863-2,198,91.3019696969697,ENST00000523799.5,ENSG00000112237.13,CCNC
P49279-2,432,81.5811805555556,na,na,na
Q9Y5Z0-4,439,88.90284738040998,na,na,na
Q92599-3,369,84.41663956639563,ENST00000448933.5,ENSG00000164402.14,SEPTIN8
Q07812-7,173,88.75930635838148,na,na,na
P61236-2,157,79.85878980891721,ENST00000398841.6,ENSG00000090238.12,YPEL3
Q9H0I3-2,323,86.33820433436532,ENST00000443128.6,ENSG00000103021.10,CCDC113
O60427-2,360,95.86219444444448,ENST00000542506.5,ENSG00000149485.19,FADS1
Q9NZN3-2,175,84.96400000000001,na,na,na
Q6IB77-2,163,89.5279754601227,ENST00000278400.3,ENSG00000149124.11,GLYAT
Q96A46-2,177,74.93937853107347,na,na,na
O43731-2,220,90.38186363636368,ENST00000409006.3,ENSG00000100196.11,KDELR3
P36639-2,179,89.99754189944127,ENST00000397048.5,ENSG00000106268.16,NUDT1
O60565-2,143,82.3762237762238,ENST00000560830.1,ENSG00000166923.12,GREM1
Q05513-2,409,82.86836185819074,ENST00000400921.6,ENSG00000067606.17,PRKCZ
O75387-2,560,74.59844642857148,na,na,na
Q13510-3,389,83.83861182519286,ENST00000314146.10,ENSG00000104763.20,ASAH1
Q8TDW4-8,321,79.6001557632399,na,na,na
Q9BXW7-2,393,87.90111959287533,ENST00000155674.9,ENSG00000069998.12,HDHD5
Q8NBK3-4,349,82.24914040114615,ENST00000383843.9,ENSG00000144455.14,SUMF1
Q01638-3,259,80.30633204633206,ENST00000427077.1,ENSG00000115602.17,IL1RL1
O15374-4,382,71.90523560209428,ENST00000437429.6,ENSG00000168679.18,SLC16A4
P43088-2,297,81.25124579124586,ENST00000370756.3,ENSG00000122420.10,PTGFR
Q96A25-2,214,85.80060747663558,ENST00000541594.5,ENSG00000184988.8,TMEM106A
Q13568-6,147,79.77972789115648,ENST00000465603.5,ENSG00000128604.20,IRF5
P38405-3,174,91.49965517241384,ENST00000602628.1,ENSG00000141404.17,GNAL
Q13303-3,415,88.71373493975906,ENST00000378083.8,ENSG00000069424.16,KCNAB2
O60880-2,75,91.2304,na,na,na
Q9BTX3-2,100,77.9939,ENST00000562235.5,ENSG00000168701.19,TMEM208
Q9BWV2-3,135,72.19985185185183,ENST00000489917.1,ENSG00000145757.16,SPATA9
Q92988-2,168,70.54547619047622,ENST00000411890.3,ENSG00000108813.11,DLX4
Q96RK4-3,347,77.8776945244957,ENST00000395205.6,ENSG00000140463.14,BBS4
Q9UHD8-4,335,86.12829850746262,ENST00000427180.5,ENSG00000184640.20,SEPTIN9
Q6ZN68-3,236,82.51338983050843,na,na,na
Q6NSZ9-4,162,75.96296296296293,ENST00000394150.5,ENSG00000197037.11,ZSCAN25
Q5TGZ0-2,24,83.57583333333334,na,na,na
P58005-4,353,81.31866855524083,ENST00000278499.6,ENSG00000149212.12,SESN3
Q70UQ0-4,377,78.43270557029182,ENST00000299157.5,ENSG00000166130.15,IKBIP
Q9UHP7-5,132,73.86378787878787,ENST00000543300.5,ENSG00000069493.15,CLEC2D
Q9HBI0-3,187,86.31844919786094,ENST00000415224.5,ENSG00000138964.17,PARVG
Q7Z2E3-3,284,88.4416197183099,na,na,na
Q15124-2,387,96.28395348837208,ENST00000396392.5,ENSG00000154330.13,PGM5
P19419-2,95,91.35421052631584,ENST00000343894.8,ENSG00000126767.18,ELK1
P08138-2,333,75.70240240240243,ENST00000504201.1,ENSG00000064300.9,NGFR
P09488-2,181,95.58508287292815,ENST00000349334.7,ENSG00000134184.13,GSTM1
Q9Y2U2-3,257,79.77178988326838,ENST00000394216.6,ENSG00000173338.13,KCNK7
Q6P093-3,53,73.77245283018868,na,na,na
Q5JPI3-2,327,77.14727828746182,na,na,na
P33681-2,256,86.17511718749998,ENST00000383669.3,ENSG00000121594.12,CD80
Q9UGK8-2,288,93.5784375,ENST00000528200.5,ENSG00000129158.11,SERGEF
Q96LB4-4,124,88.30999999999997,ENST00000489986.1,ENSG00000151418.12,ATP6V1G3
Q9BUK6-7,524,86.70988549618323,ENST00000368341.8,ENSG00000125459.17,MSTO1
Q9Y282-3,388,81.81507731958769,ENST00000357394.8,ENSG00000125991.21,ERGIC3
Q2I0M5-2,172,81.21093023255811,ENST00000400634.2,ENSG00000101282.9,RSPO4
Q6UWV2-2,223,80.86403587443944,ENST00000527472.1,ENSG00000160588.10,MPZL3
Q8TCB0-2,129,70.28937984496127,na,na,na
Q32ZL2-2,316,81.16196202531644,ENST00000370188.7,ENSG00000117598.13,PLPPR5
Q9BUN8-2,231,74.85463203463198,ENST00000405944.7,ENSG00000136986.10,DERL1
Q9Y575-2,445,92.526,ENST00000406687.5,ENSG00000115239.24,ASB3
Q9Y6Q5-2,425,92.4585176470589,ENST00000590923.5,ENSG00000129354.12,AP1M2
P15509-7,434,79.18423963133644,na,na,na
Q92484-2,322,96.65881987577642,ENST00000539041.5,ENSG00000172594.13,SMPDL3A
Q8TBB0-2,180,82.25394444444449,ENST00000380837.7,ENSG00000174796.12,THAP6
P10909-4,416,78.39105769230765,na,na,na
Q8IWT0-2,136,78.31308823529409,ENST00000436661.6,ENSG00000176261.16,ZBTB8OS
Q86SZ2-2,130,83.62899999999996,ENST00000347691.9,ENSG00000182400.15,TRAPPC6B
Q6IEG0-2,147,80.90068027210881,na,na,na
Q9NXR7-4,376,90.6673936170213,ENST00000379632.6,ENSG00000158019.21,BABAM2
P09493-3,284,91.5914788732394,ENST00000358278.7,ENSG00000140416.23,TPM1
O75886-2,342,78.86040935672523,na,na,na
Q8N6Q3-2,248,81.5436693548388,na,na,na
P08243-3,478,93.73445606694564,ENST00000437628.5,ENSG00000070669.17,ASNS
P18577-4,266,77.92774436090221,na,na,na
Q6NZI2-3,198,70.10530303030303,na,na,na
Q9UDY6-2,395,83.78113924050633,ENST00000376704.3,ENSG00000204613.11,TRIM10
Q8TC21-2,434,76.98334101382488,na,na,na
Q9Y6K9-2,487,73.53188911704312,ENST00000618670.4,ENSG00000269335.7,IKBKG
Q7Z2E3-4,254,79.01645669291334,ENST00000673416.1,ENSG00000137074.20,APTX
Q13231-4,447,87.65335570469801,ENST00000255427.7,ENSG00000133063.16,CHIT1
Q5VTY9-6,356,92.52912921348307,ENST00000541565.5,ENSG00000054392.13,HHAT
P30988-6,290,80.28544827586211,ENST00000423724.5,ENSG00000004948.16,CALCR
P17342-2,540,84.58364814814813,ENST00000415167.2,ENSG00000113389.16,NPR3
Q9H0R1-2,284,77.63380281690137,na,na,na
Q8IY31-2,158,86.62689873417722,ENST00000585089.5,ENSG00000109083.14,IFT20
Q9NRY2-2,44,73.91340909090908,na,na,na
O43739-2,399,83.61654135338345,ENST00000350796.8,ENSG00000008256.16,CYTH3
Q7L099-4,567,81.19451499118173,ENST00000502653.5,ENSG00000018189.13,RUFY3
Q3SXY8-3,325,71.68387692307691,ENST00000535334.5,ENSG00000169379.17,ARL13B
Q8TDM0-3,203,75.65596059113298,na,na,na
O15519-2,221,83.5607239819005,ENST00000341222.10,ENSG00000003402.21,CFLAR
Q96AB3-2,221,89.5548868778281,ENST00000085068.7,ENSG00000063241.8,ISOC2
Q86X67-3,226,91.18831858407076,ENST00000544879.5,ENSG00000166321.14,NUDT13
Q86UY6-4,197,90.05091370558381,na,na,na
Q8NDX2-2,539,76.69113172541743,ENST00000392989.3,ENSG00000179520.11,SLC17A8
Q13454-2,347,85.32694524495683,ENST00000382020.8,ENSG00000104723.21,TUSC3
Q8TCA0-3,128,88.21218749999998,ENST00000357631.6,ENSG00000172731.15,LRRC20
Q9UN36-4,328,79.639512195122,ENST00000298684.9,ENSG00000165795.25,NDRG2
O14530-2,188,93.00026595744674,ENST00000409434.5,ENSG00000115514.12,TXNDC9
P54750-8,511,80.08843444227016,na,na,na
P47869-2,456,75.86083333333328,na,na,na
Q9BTE0-2,206,93.33490291262136,ENST00000580301.5,ENSG00000109065.12,NAT9
P20138-2,310,83.97754838709679,ENST00000391796.7,ENSG00000105383.15,CD33
Q9NR12-5,191,73.56727748691095,ENST00000486828.6,ENSG00000196923.14,PDLIM7
Q9UBE0-2,266,86.26932330827061,ENST00000392776.3,ENSG00000142230.13,SAE1
P36639-3,171,92.35444444444452,na,na,na
Q96S06-2,330,93.45245454545456,ENST00000543238.5,ENSG00000103227.19,LMF1
Q11206-4,339,90.17938053097345,na,na,na
Q7L1Q6-2,353,88.2220963172805,na,na,na
Q7Z4N8-2,257,85.71400778210113,ENST00000524388.5,ENSG00000149380.12,P4HA3
Q6P2H8-2,204,88.25877450980387,na,na,na
Q4U2R8-2,550,85.14636363636363,ENST00000360421.9,ENSG00000197901.12,SLC22A6
Q15561-2,305,79.39947540983607,ENST00000397122.6,ENSG00000197905.10,TEAD4
Q14994-10,311,82.07636655948558,ENST00000508740.5,ENSG00000143257.12,NR1I3
Q9NVF7-2,179,76.31072625698319,ENST00000424254.6,ENSG00000143756.12,FBXO28
Q5QGZ9-5,213,80.4537089201878,ENST00000434319.6,ENSG00000172322.14,CLEC12A
Q96DC9-2,73,90.00767123287672,ENST00000553723.1,ENSG00000089723.10,OTUB2
Q8N2K0-2,404,83.14740099009906,ENST00000376542.8,ENSG00000100997.20,ABHD12
Q9BYG4-2,107,80.57074766355142,ENST00000470488.2,ENSG00000178184.16,PARD6G
Q6QEF8-4,237,81.31379746835441,na,na,na
Q16611-2,153,71.95098039215686,ENST00000442998.6,ENSG00000030110.14,BAK1
P48061-6,100,82.49820000000004,na,na,na
Q9BZP6-2,368,93.26222826086956,ENST00000430615.1,ENSG00000134216.19,CHIA
Q96MW1-2,154,70.89240259740264,ENST00000457422.6,ENSG00000180329.14,CCDC43
Q6P461-3,506,80.77345849802373,na,na,na
Q9H944-2,123,89.60365853658534,ENST00000409312.5,ENSG00000124641.16,MED20
Q9H5I1-2,350,89.56688571428572,ENST00000313519.9,ENSG00000152455.16,SUV39H2
O75679-2,288,90.16343750000004,ENST00000397468.5,ENSG00000128276.10,RFPL3
P78329-2,190,76.23263157894738,na,na,na
Q8N6M5-2,162,88.34432098765426,na,na,na
O60828-7,128,76.21296875000002,ENST00000465859.2,ENSG00000102103.18,PQBP1
Q9UIL1-3,121,75.09107438016524,na,na,na
P35372-5,418,73.8268660287081,ENST00000337049.8,ENSG00000112038.18,OPRM1
P0DPH7-2,418,89.9242822966507,na,na,na
Q9BRK3-3,433,75.57575057736724,ENST00000477278.3,ENSG00000162576.17,MXRA8
Q86YT5-4,525,82.49838095238096,ENST00000381074.8,ENSG00000141485.17,SLC13A5
Q13561-2,406,74.65113300492605,ENST00000434715.7,ENSG00000175203.17,DCTN2
Q9Y5X4-2,367,72.8176021798366,ENST00000621098.1,ENSG00000278570.5,NR2E3
Q9UQN3-2,172,79.01058139534881,ENST00000471660.5,ENSG00000083937.10,CHMP2B
Q8N8S7-3,533,73.69829268292688,na,na,na
P29466-5,88,90.99215909090908,ENST00000531166.5,ENSG00000137752.24,CASP1
B7ZAQ6-2,335,73.70080597014919,na,na,na
O95297-2,268,74.50843283582088,na,na,na
P10966-8,206,72.94077669902914,na,na,na
O95379-2,190,92.38952631578942,na,na,na
Q9UJT1-3,199,80.27025125628137,ENST00000346141.10,ENSG00000108423.15,TUBD1
Q9BZJ4-2,351,74.61250712250714,ENST00000225308.12,ENSG00000013306.16,SLC25A39
Q7L099-2,506,73.11211462450595,ENST00000417478.6,ENSG00000018189.13,RUFY3
Q9NPH5-3,231,71.62281385281385,ENST00000531342.5,ENSG00000086991.13,NOX4
P46597-2,298,97.26325503355704,ENST00000381233.8_PAR_Y,ENSG00000196433.13_PAR_Y,ASMT
P15509-8,267,83.76973782771542,na,na,na
Q8N142-2,500,78.92463999999998,ENST00000332972.9,ENSG00000185100.11,ADSS1
Q6QHF9-5,325,86.10433846153849,ENST00000480071.2,ENSG00000148832.16,PAOX
O60942-3,457,86.53457330415752,ENST00000538899.2,ENSG00000111880.16,RNGTT
Q86X76-4,312,90.69977564102562,ENST00000368007.8,ENSG00000158793.14,NIT1
Q99572-5,275,84.54316363636362,ENST00000535600.2,ENSG00000089041.17,P2RX7
Q15973-1,296,82.89398648648655,na,na,na
Q9NUN5-2,392,77.27714285714293,na,na,na
Q6EEV4-2,86,70.68476744186046,ENST00000649091.1,ENSG00000255529.9,POLR2M
P58335-4,488,73.33715163934428,ENST00000403729.7,ENSG00000163297.18,ANTXR2
Q99933-3,274,72.66624087591246,na,na,na
Q5T013-3,247,97.13093117408908,ENST00000372432.5,ENSG00000178922.18,HYI
O75223-3,94,86.96255319148936,ENST00000409144.5,ENSG00000006625.18,GGCT
Q13283-2,122,93.7095081967213,ENST00000677381.1,ENSG00000145907.16,G3BP1
Q86YM7-2,224,92.28214285714276,ENST00000282260.10,ENSG00000152413.15,HOMER1
Q8NEF3-2,529,77.07164461247636,ENST00000379611.10,ENSG00000164221.13,CCDC112
Q96EV8-3,270,75.60237037037042,na,na,na
Q9Y5P8-2,176,77.67630681818183,na,na,na
Q53TN4-3,228,85.9113596491227,ENST00000409484.5,ENSG00000071967.12,CYBRD1
Q8N5T2-2,461,89.54234273318865,ENST00000511789.5,ENSG00000109680.11,TBC1D19
P41271-2,216,72.20763888888888,ENST00000289749.6,ENSG00000158747.15,NBL1
Q9UQB8-6,522,73.64856321839073,na,na,na
Q13477-3,295,82.62559322033894,ENST00000346144.8,ENSG00000099866.16,MADCAM1
Q9H1R2-4,132,78.27984848484849,ENST00000486996.5,ENSG00000149599.16,DUSP15
P61086-2,149,89.80879194630877,ENST00000503368.5,ENSG00000078140.14,UBE2K
Q96MP8-2,288,80.90131944444443,ENST00000443322.1,ENSG00000243335.10,KCTD7
Q9NVX7-2,534,79.93580524344576,ENST00000430070.7,ENSG00000123444.14,KBTBD4
P61073-2,356,80.19839887640444,ENST00000409817.1,ENSG00000121966.7,CXCR4
Q9H095-2,345,78.74811594202902,na,na,na
Q86YJ6-2,405,88.83446913580254,ENST00000343544.8,ENSG00000144115.18,THNSL2
P61224-3,165,88.45303030303033,ENST00000540209.5,ENSG00000127314.18,RAP1B
P30988-5,274,83.48729927007304,ENST00000415529.2,ENSG00000004948.16,CALCR
Q9H4A5-2,241,82.31937759336098,na,na,na
Q8IX04-7,199,72.52964824120602,ENST00000541984.5,ENSG00000151116.17,UEVLD
Q8IWU4-2,320,85.11921874999997,ENST00000427715.2,ENSG00000164756.13,SLC30A8
O95866-5,197,73.59934010152281,ENST00000375814.7,ENSG00000204420.10,MPIG6B
Q12794-2,405,90.7626913580246,ENST00000395143.6,ENSG00000114378.17,HYAL1
Q9UL33-2,139,91.79050359712224,na,na,na
P15529-3,384,83.46749999999996,ENST00000354848.5,ENSG00000117335.20,CD46
Q5SZQ8-2,464,70.89846982758621,na,na,na
O00142-4,247,76.99510121457485,ENST00000417693.8,ENSG00000166548.17,TK2
Q16653-11,206,91.37169902912622,ENST00000376891.8,ENSG00000204655.12,MOG
Q9UIF7-2,536,79.45425373134333,ENST00000372110.7,ENSG00000132781.20,MUTYH
Q9Y6V7-2,254,77.02059055118112,na,na,na
Q6A555-2,115,86.71373913043473,ENST00000374510.8,ENSG00000204193.11,TXNDC8
O95551-2,392,80.96816326530612,na,na,na
Q63ZY6-6,291,72.65910652920958,na,na,na
P51157-3,204,85.47524509803922,ENST00000338176.8,ENSG00000157869.16,RAB28
Q69YN2-2,242,90.36995867768591,na,na,na
Q8N2Z9-2,164,74.82060975609758,na,na,na
Q9UQ53-3,563,81.00621669626996,ENST00000337755.9,ENSG00000161013.17,MGAT4B
Q9GZU0-2,200,85.64355000000005,ENST00000378102.3,ENSG00000112308.13,C6orf62
P10635-2,446,88.23549327354266,ENST00000359033.4,ENSG00000100197.23,CYP2D6
P35613-2,269,84.71215613382896,ENST00000353555.9,ENSG00000172270.22,BSG
O76081-6,241,77.31850622406638,ENST00000276500.4,ENSG00000147509.14,RGS20
Q02161-3,316,83.59623417721518,na,na,na
O43278-2,513,78.57224171539966,ENST00000562057.6,ENSG00000166145.15,SPINT1
Q9BXK5-2,201,87.60029850746265,ENST00000493680.5,ENSG00000099968.18,BCL2L13
Q9UHI5-2,332,80.33909638554215,ENST00000453702.5,ENSG00000092068.21,SLC7A8
P15151-3,364,86.22684065934062,ENST00000344956.8,ENSG00000073008.15,PVR
Q12824-2,376,82.15303191489357,ENST00000407422.8,ENSG00000099956.20,SMARCB1
P20839-3,563,89.70232682060403,ENST00000348127.10,ENSG00000106348.18,IMPDH1
Q96BW1-3,167,94.16383233532936,na,na,na
P50440-3,391,87.91122762148338,ENST00000675323.1,ENSG00000171766.17,GATM
Q9NSD9-2,490,95.01822448979595,na,na,na
Q9NWZ5-3,395,76.31154430379752,na,na,na
A6NJ78-2,273,78.251282051282,ENST00000303459.10,ENSG00000169519.21,METTL15
Q13555-11,539,80.24493506493505,ENST00000680035.1,ENSG00000148660.21,CAMK2G
P49281-3,590,78.45803389830517,ENST00000394904.9,ENSG00000110911.17,SLC11A2
Q96RI1-2,472,72.85067796610167,ENST00000548884.5,ENSG00000012504.15,NR1H4
Q5T4F4-5,318,72.97867924528303,ENST00000357540.8,ENSG00000155256.18,ZFYVE27
Q6ZQY3-3,418,93.23473684210524,ENST00000454381.3,ENSG00000144644.15,GADL1
P49758-15,480,86.92191666666662,ENST00000404301.6,ENSG00000182732.18,RGS6
Q9C035-4,326,85.52763803680982,ENST00000380027.5,ENSG00000132256.20,TRIM5
Q9UBX7-4,275,81.91047272727269,ENST00000391804.7,ENSG00000167757.14,KLK11
Q96A70-5,204,72.6976960784314,na,na,na
Q13555-4,529,80.91094517958413,ENST00000305762.11,ENSG00000148660.21,CAMK2G
Q13137-5,374,80.53505347593583,ENST00000508679.5,ENSG00000136436.15,CALCOCO2
P10600-2,309,77.10288025889972,ENST00000556285.1,ENSG00000119699.8,TGFB3
P61019-2,188,85.4757978723404,ENST00000531289.5,ENSG00000104388.15,RAB2A
Q5T9C9-2,191,81.01858638743457,ENST00000300432.3,ENSG00000167103.12,PIP5KL1
Q8TBF2-3,216,85.03296296296297,na,na,na
Q7Z2E3-8,337,81.373175074184,na,na,na
P12955-3,429,94.3817482517482,ENST00000436370.7,ENSG00000124299.15,PEPD
Q4LDG9-2,77,89.89701298701296,ENST00000311089.7,ENSG00000119661.15,DNAL1
Q96EE3-1,421,78.6300950118765,ENST00000399892.7,ENSG00000085415.16,SEH1L
Q9H1P3-2,468,84.91040598290598,ENST00000358053.3,ENSG00000130703.17,OSBPL2
Q969U6-2,377,79.08912466843503,na,na,na
P22694-3,339,96.51958702064896,ENST00000610703.4,ENSG00000142875.20,PRKACB
P53680-2,104,90.53307692307696,ENST00000601649.1,ENSG00000042753.12,AP2S1
Q9Y2G5-1,424,80.71917452830185,ENST00000331343.11,ENSG00000186866.17,POFUT2
P15151-4,392,87.44441326530624,na,na,na
Q13291-2,298,79.67399328859058,na,na,na
O60870-2,374,77.2291443850268,na,na,na
Q93086-1,421,79.33007125890734,ENST00000547178.5,ENSG00000083454.22,P2RX5
Q6JVE9-2,152,90.20427631578946,ENST00000371688.8,ENSG00000204001.10,LCN8
A0PJK1-3,566,81.94666077738515,ENST00000317977.10,ENSG00000154025.16,SLC5A10
Q96DH6-3,151,70.34953642384103,ENST00000579180.2,ENSG00000153944.12,MSI2
Q16875-3,500,86.43859999999998,ENST00000379789.8,ENSG00000170525.21,PFKFB3
Q9P003-2,92,91.56163043478264,ENST00000366857.9,ENSG00000143771.12,CNIH4
P52788-2,313,94.11565495207664,ENST00000379404.5,ENSG00000102172.16,SMS
Q9NST1-2,477,70.61907756813416,ENST00000423180.2,ENSG00000100344.11,PNPLA3
Q9Y5Z4-2,184,87.83722826086958,na,na,na
O43837-2,383,88.27746736292436,ENST00000380851.9,ENSG00000101365.21,IDH3B
Q9NZI2-3,188,85.32718085106383,ENST00000520740.5,ENSG00000182132.14,KCNIP1
Q6UXG8-3,344,85.30305232558138,ENST00000376841.6,ENSG00000165810.17,BTNL9
P46779-5,87,82.8673563218391,ENST00000431533.6,ENSG00000108107.15,RPL28
Q9UJQ1-2,236,76.42338983050843,ENST00000427562.6,ENSG00000125869.10,LAMP5
Q13642-5,296,89.35449324324325,ENST00000370683.6,ENSG00000022267.19,FHL1
O43236-5,331,79.54851963746225,ENST00000583114.5,ENSG00000108387.16,SEPTIN4
Q8N0V5-3,402,90.89144278606967,ENST00000265012.5,ENSG00000111846.20,GCNT2
Q8NFH5-3,191,73.63518324607331,na,na,na
P35240-5,549,81.56051001821493,ENST00000361452.8,ENSG00000186575.19,NF2
Q9BRG2-2,483,73.43641821946169,ENST00000437152.7,ENSG00000125731.13,SH2D3A
Q92844-2,117,75.9657264957265,na,na,na
P20813-2,291,85.27683848797255,na,na,na
Q14994-15,296,80.57317567567564,ENST00000505005.5,ENSG00000143257.12,NR1I3
Q5XG92-2,491,87.11668024439925,na,na,na
P24557-3,579,84.94291882556128,ENST00000458722.6,ENSG00000059377.18,TBXAS1
O75900-3,415,73.90807228915666,na,na,na
Q99578-2,153,85.66091503267977,ENST00000589109.5,ENSG00000152214.14,RIT2
P39905-4,202,77.14742574257428,ENST00000381826.8,ENSG00000168621.15,GDNF
Q9UQB8-5,520,73.72757692307692,ENST00000435091.7,ENSG00000175866.16,BAIAP2
P04181-2,301,97.42966777408644,ENST00000539214.5,ENSG00000065154.12,OAT
O00214-2,359,81.79055710306406,ENST00000526589.5,ENSG00000116977.19,LGALS8
Q9C029-1,221,79.8342533936652,ENST00000334421.5,ENSG00000146054.18,TRIM7
P60866-2,142,78.0799295774648,ENST00000519807.5,ENSG00000008988.11,RPS20
Q8N0U4-2,144,73.97597222222223,ENST00000442873.5,ENSG00000222011.9,FAM185A
P32189-2,553,92.6606871609404,ENST00000378943.7,ENSG00000198814.14,GK
Q53H76-3,440,85.12345454545456,ENST00000495992.5,ENSG00000144837.9,PLA1A
Q8N7P1-3,328,87.25420731707311,na,na,na
Q6NXP6-2,250,80.44216,na,na,na
O60880-5,76,71.17381578947368,ENST00000477673.2,ENSG00000183918.17,SH2D1A
P43115-3,365,78.42608219178085,ENST00000628037.2,ENSG00000050628.21,PTGER3
P53990-2,335,73.08644776119408,ENST00000378798.9,ENSG00000182149.21,IST1
Q8NG50-5,251,72.91231075697208,ENST00000616596.4,ENSG00000278023.7,RDM1
O95471-2,158,85.9094936708861,na,na,na
Q96MS3-3,152,83.22526315789473,ENST00000441390.6,ENSG00000151948.12,GLT1D1
Q9NY65-2,383,91.64759791122717,ENST00000416740.2,ENSG00000183785.16,TUBA8
Q9H633-3,144,84.50972222222224,ENST00000436442.2,ENSG00000241370.6,RPP21
P49961-4,372,90.78680107526868,na,na,na
P53805-2,197,82.71233502538072,ENST00000381132.6,ENSG00000159200.18,RCAN1
P18577-11,346,81.993352601156,na,na,na
O95273-2,309,85.744854368932,ENST00000565296.5,ENSG00000166946.14,CCNDBP1
Q8WWB5-3,273,77.51619047619047,ENST00000530641.5,ENSG00000150773.12,PIH1D2
Q8WWR8-3,497,81.64028169014087,ENST00000325935.10,ENSG00000204099.12,NEU4
