reference,length,plddt,transcript_ID,gene_ID,gene_name
Q9ULR0,285,80.76238596491233,ENST00000393295.8,ENSG00000240682.10,ISY1
Q9UQ13,582,87.56821305841925,ENST00000369452.9,ENSG00000108061.13,SHOC2
Q9Y471,501,92.82485029940108,na,na,na
A9UHW6,222,91.7116216216216,ENST00000325102.13,ENSG00000125457.15,MIF4GD
Q8NDD1,293,68.30716723549483,ENST00000366649.7,ENSG00000143633.13,C1orf131
Q9NW75,528,55.82876893939396,ENST00000366935.8,ENSG00000092978.11,GPATCH2
P53779,464,79.19612068965516,ENST00000641462.2,ENSG00000109339.24,MAPK10
P11474,423,77.10924349881799,ENST00000000442.11,ENSG00000173153.17,ESRRA
A6NNE9,402,62.53718905472632,ENST00000332432.9,ENSG00000183654.9,MARCHF11
Q8N3R3,496,79.62701612903227,ENST00000342649.9,ENSG00000179152.20,TCAIM
Q15119,407,90.72486486486486,ENST00000503176.6,ENSG00000005882.12,PDK2
Q9UKC9,423,92.56524822695036,ENST00000484457.6,ENSG00000153558.16,FBXL2
Q9NP99,234,70.75679487179491,ENST00000244709.9,ENSG00000124731.13,TREM1
Q96GJ1,504,82.19365079365083,ENST00000372936.4,ENSG00000188917.15,TRMT2B
P09912,130,53.640538461538455,ENST00000361157.11,ENSG00000126709.16,IFI6
Q9H293,177,78.98796610169495,ENST00000329715.2,ENSG00000166090.8,IL25
Q70YC5,407,66.62474201474204,ENST00000395254.8,ENSG00000138311.18,ZNF365
Q5EBL4,403,76.2398263027295,ENST00000376874.9,ENSG00000188026.13,RILPL1
P62837,147,96.4913605442177,ENST00000398733.8,ENSG00000131508.16,UBE2D2
Q5T2R2,415,78.712,ENST00000376215.10,ENSG00000148459.16,PDSS1
Q96E40,222,80.3185135135135,ENST00000356311.10,ENSG00000165698.16,SPACA9
P18577,417,83.74894484412467,na,na,na
Q96MZ0,367,78.11035422343328,ENST00000342560.10,ENSG00000124194.17,GDAP1L1
Q9Y241,93,63.988387096774176,ENST00000321331.12,ENSG00000181061.14,HIGD1A
A6NFY4,417,80.25,ENST00000409150.8,ENSG00000189362.12,NEMP2
O75838,187,88.64021390374334,ENST00000258930.8,ENSG00000136425.14,CIB2
P54108,245,92.44722448979586,na,na,na
P54710,66,75.57363636363635,ENST00000292079.7,ENSG00000137731.14,FXYD2
Q9NZZ3,219,79.23123287671234,ENST00000223500.9,ENSG00000086065.14,CHMP5
Q9P1W8,387,85.32731266149861,ENST00000303415.7,ENSG00000089012.14,SIRPG
Q13291,335,73.93194029850754,ENST00000302035.11,ENSG00000117090.16,SLAMF1
Q8WXK4,309,83.3287702265372,na,na,na
Q99807,217,87.0204608294931,ENST00000321998.10,ENSG00000167186.11,COQ7
O60928,360,83.02066666666673,ENST00000233826.4,ENSG00000115474.7,KCNJ13
Q13257,205,93.64834146341464,ENST00000296509.11,ENSG00000164109.14,MAD2L1
Q96PD5,576,79.79696180555563,ENST00000340880.5,ENSG00000161031.13,PGLYRP2
Q05513,592,79.98778716216218,ENST00000378567.8,ENSG00000067606.17,PRKCZ
P05976,194,87.44190721649488,ENST00000352451.4,ENSG00000168530.16,MYL1
Q6IPT2,247,64.35753036437247,ENST00000600100.6,ENSG00000142530.11,FAM71E1
A0A1B0GTI8,187,82.80534759358292,ENST00000629372.3,ENSG00000281106.4,TMEM272
Q6UX41,500,86.33031999999994,ENST00000340184.9,ENSG00000113303.12,BTNL8
Q9H920,327,83.28810397553522,ENST00000361756.8,ENSG00000137522.18,RNF121
Q9HBH9,465,71.55746236559132,ENST00000250896.9,ENSG00000099875.16,MKNK2
P07741,180,96.97966666666667,ENST00000378364.8,ENSG00000198931.11,APRT
P51686,369,82.52642276422762,ENST00000357632.7,ENSG00000173585.17,CCR9
Q9Y2Q1,563,66.91566607460042,ENST00000594947.6,ENSG00000197134.13,ZNF257
P35813,382,94.67965968586384,ENST00000395076.9,ENSG00000100614.18,PPM1A
Q96HS1,289,84.54955017301037,ENST00000498926.7,ENSG00000247077.7,PGAM5
Q86UT5,571,69.54707530647994,ENST00000531114.5,ENSG00000172367.16,PDZD3
Q9UBP9,304,74.49378289473675,ENST00000409830.6,ENSG00000144366.16,GULP1
Q9HB55,503,91.53023856858856,ENST00000354829.7,ENSG00000021461.18,CYP3A43
Q8N987,351,79.2623646723647,ENST00000417640.7,ENSG00000123119.12,NECAB1
P62195,406,81.95044334975368,ENST00000310144.11,ENSG00000087191.13,PSMC5
Q9BZZ5,524,84.65931297709933,ENST00000531273.6,ENSG00000166181.13,API5
Q6PIY5,440,87.86311363636354,ENST00000535358.6,ENSG00000198520.12,ARMH1
P35914,325,92.0574153846154,ENST00000374490.8,ENSG00000117305.15,HMGCL
Q9H9R9,158,60.49284810126581,ENST00000002501.11,ENSG00000003249.15,DBNDD1
Q9UPE1,567,78.97342151675485,ENST00000370101.8,ENSG00000184343.11,SRPK3
Q9NV72,531,57.798474576271225,ENST00000540331.1,ENSG00000167562.14,ZNF701
Q14493,270,70.51696296296296,ENST00000489418.6,ENSG00000163950.13,SLBP
Q8WYA6,563,87.21726465364121,ENST00000361383.11,ENSG00000132792.19,CTNNBL1
Q9UHY8,353,70.86022662889519,ENST00000405912.8,ENSG00000171055.15,FEZ2
Q96SQ9,504,93.00575396825398,ENST00000310054.9,ENSG00000167600.14,CYP2S1
Q86UR1,476,71.70760504201685,ENST00000683555.1,ENSG00000188747.9,NOXA1
Q6ZSG1,346,57.85349710982664,ENST00000269439.12,ENSG00000141622.14,RNF165
Q5XUX0,539,83.04513914656762,ENST00000311635.12,ENSG00000103264.18,FBXO31
Q9H910,190,60.64642105263161,ENST00000248098.8,ENSG00000206053.13,JPT2
P14091,396,87.38909090909098,ENST00000358184.7,ENSG00000196188.12,CTSE
O14901,512,47.678945312500005,ENST00000305883.6,ENSG00000172059.11,KLF11
Q9NZC2,230,76.96121739130434,ENST00000373113.8,ENSG00000095970.17,TREM2
P36543,226,94.68212389380535,ENST00000253413.10,ENSG00000131100.13,ATP6V1E1
Q15054,466,63.28796137339057,ENST00000263681.7,ENSG00000077514.9,POLD3
Q86WH2,238,79.05722689075627,ENST00000542104.6,ENSG00000153179.13,RASSF3
Q9P2X0,92,87.28913043478259,ENST00000368400.5,ENSG00000179085.8,DPM3
Q9NZ72,180,85.31938888888891,ENST00000370053.3,ENSG00000197457.10,STMN3
P78396,465,67.89956989247314,ENST00000255465.7,ENSG00000133101.10,CCNA1
Q8NCC3,412,93.62152912621356,ENST00000219345.10,ENSG00000103066.13,PLA2G15
Q8N8N7,351,96.13421652421648,ENST00000555661.6,ENSG00000140043.12,PTGR2
Q8N2G8,530,82.8620754716982,ENST00000587427.6,ENSG00000167925.16,GHDC
Q9Y6I3,576,62.97149305555547,ENST00000270460.11,ENSG00000063245.15,EPN1
Q9H098,131,81.8787786259542,ENST00000622567.4,ENSG00000065809.14,FAM107B
O60259,260,88.6193076923077,na,na,na
Q7Z6I8,188,56.183404255319125,ENST00000394976.4,ENSG00000181904.9,C5orf24
C9JBD0,128,66.951015625,ENST00000426937.5,ENSG00000240747.8,KRBOX1
Q15004,111,65.38729729729731,ENST00000300035.9,ENSG00000166803.14,PCLAF
Q9BWF3,364,64.06629120879123,ENST00000310092.12,ENSG00000173933.21,RBM4
Q6UX01,489,80.62466257668713,ENST00000267102.13,ENSG00000139636.16,LMBR1L
Q9NWW5,311,85.4523472668809,ENST00000249806.11,ENSG00000128973.13,CLN6
O14757,476,77.25195378151257,ENST00000438015.7,ENSG00000149554.14,CHEK1
Q0D2J5,394,67.60083756345182,ENST00000358987.8,ENSG00000197054.12,ZNF763
O75475,530,63.401830188679234,ENST00000380733.9,ENSG00000164985.15,PSIP1
Q00887,426,87.11417840375576,ENST00000270077.8,ENSG00000183668.18,PSG9
Q9NY84,274,82.44105839416052,na,na,na
P46976,350,83.46782857142857,ENST00000345003.9,ENSG00000163754.18,GYG1
P49903,392,90.1752551020408,ENST00000327347.10,ENSG00000086475.15,SEPHS1
Q5W5X9,447,85.77315436241621,ENST00000394132.7,ENSG00000103852.13,TTC23
Q9UNL2,185,84.20443243243248,ENST00000265044.7,ENSG00000114850.7,SSR3
Q9NP55,256,78.60820312500007,ENST00000354297.9,ENSG00000198183.12,BPIFA1
Q7L2R6,523,63.61319311663481,ENST00000396408.8,ENSG00000196417.13,ZNF765
P02686,304,54.43674342105265,ENST00000355994.7,ENSG00000197971.16,MBP
Q9BUB4,502,81.5284262948207,ENST00000564657.2,ENSG00000065457.11,ADAT1
Q9NSY0,501,79.4525748502994,ENST00000442628.7,ENSG00000185189.18,NRBP2
Q9BY41,377,95.2507692307692,ENST00000373573.9,ENSG00000147099.21,HDAC8
Q8N9Y4,354,59.95841807909606,ENST00000267594.5,ENSG00000140067.7,FAM181A
P48730,415,81.05272289156626,ENST00000314028.11,ENSG00000141551.15,CSNK1D
O75541,412,59.54606796116504,ENST00000425432.6,ENSG00000102984.15,ZNF821
Q9UKL6,214,93.25584112149528,ENST00000268896.10,ENSG00000141179.14,PCTP
Q9NUN7,267,93.38292134831458,ENST00000532485.6,ENSG00000078124.13,ACER3
P04053,509,88.14216110019653,ENST00000371174.5,ENSG00000107447.8,DNTT
Q13268,280,89.61635714285711,ENST00000250383.11,ENSG00000100867.15,DHRS2
P57771,180,81.71055555555557,ENST00000515211.1,ENSG00000135824.12,RGS8
A6H8Z2,402,63.64751243781096,ENST00000423537.7,ENSG00000204930.10,FAM221B
Q9H3M7,391,77.48616368286447,ENST00000582401.6,ENSG00000265972.6,TXNIP
Q8NHH9,583,83.7338936535163,ENST00000378954.9,ENSG00000119787.14,ATL2
Q8NA58,520,89.81134615384617,ENST00000610273.5,ENSG00000146453.13,PNLDC1
P30519,316,80.17591772151899,ENST00000570646.6,ENSG00000103415.12,HMOX2
Q9BYG7,248,80.3683467741936,ENST00000398439.8,ENSG00000134042.14,MRO
Q9BV47,211,83.96052132701425,ENST00000256261.9,ENSG00000133878.9,DUSP26
Q86UQ0,364,53.77950549450551,ENST00000354698.8,ENSG00000164048.14,ZNF589
Q9Y343,169,79.23301775147927,ENST00000261369.9,ENSG00000064652.11,SNX24
Q6UX15,382,69.0921727748691,ENST00000375615.7,ENSG00000204381.12,LAYN
Q9UBX2,424,61.947948113207566,ENST00000565211.1,ENSG00000260596.5,DUX4
Q9C030,488,85.74846311475405,ENST00000278302.9,ENSG00000121236.21,TRIM6
P80723,227,51.69096916299564,ENST00000322611.4,ENSG00000176788.9,BASP1
Q99909,188,67.79170212765955,ENST00000298396.7,ENSG00000165584.16,SSX3
Q9H808,572,66.46770979020988,ENST00000246112.9,ENSG00000104953.20,TLE6
P47710,185,62.12129729729729,ENST00000246891.9,ENSG00000126545.14,CSN1S1
Q15797,465,81.18393548387102,ENST00000302085.9,ENSG00000170365.10,SMAD1
Q9Y3Y2,248,61.25306451612904,ENST00000368694.8,ENSG00000160679.13,CHTOP
Q64ET8,278,60.882086330935245,ENST00000378763.1,ENSG00000205097.7,FRG2
O60907,577,82.28630849220102,ENST00000645353.2,ENSG00000101849.18,TBL1X
Q6DKI1,255,87.35917647058821,ENST00000493763.7,ENSG00000146223.16,RPL7L1
Q14376,348,97.0784195402299,ENST00000617979.5,ENSG00000117308.15,GALE
Q6V702,233,87.6731759656652,ENST00000358105.8,ENSG00000197826.12,CFAP299
Q9NVH1,559,84.88636851520576,ENST00000377577.10,ENSG00000007923.17,DNAJC11
Q9UPQ4,493,87.53959432048681,ENST00000305364.9,ENSG00000104228.13,TRIM35
Q86WT6,500,88.41172,ENST00000329464.9,ENSG00000185880.13,TRIM69
Q8IUX4,373,89.44174262734586,ENST00000308521.10,ENSG00000128394.17,APOBEC3F
Q6ICG6,404,72.11212871287127,ENST00000336156.10,ENSG00000100364.19,KIAA0930
Q6PF18,240,91.8312916666667,ENST00000355329.7,ENSG00000139714.12,MORN3
Q5T2W1,519,78.25614643545282,ENST00000417171.6,ENSG00000174827.14,PDZK1
Q86XK3,245,66.42281632653066,ENST00000369727.4,ENSG00000156384.15,SFR1
Q96CV9,577,77.3186828422877,ENST00000378747.8,ENSG00000123240.17,OPTN
O60759,359,62.62810584958213,ENST00000264192.8,ENSG00000115165.10,CYTIP
Q96LP6,360,44.43213888888889,ENST00000548883.6,ENSG00000179088.16,C12orf42
Q5FBB7,561,54.80661319073088,ENST00000263753.8,ENSG00000129810.15,SGO1
P54845,237,70.97738396624474,ENST00000561028.6,ENSG00000129535.13,NRL
Q9Y6Y9,160,87.82418750000002,ENST00000284818.7,ENSG00000154589.7,LY96
Q7Z4G4,463,88.38444924406045,ENST00000334379.11,ENSG00000066651.20,TRMT11
Q06889,387,48.71596899224805,ENST00000317216.3,ENSG00000179388.9,EGR3
P05089,322,97.04947204968944,ENST00000368087.8,ENSG00000118520.15,ARG1
Q8WXS3,145,59.49551724137931,ENST00000309982.10,ENSG00000164929.17,BAALC
P0CAP2,368,65.46149456521738,ENST00000299638.8,ENSG00000255529.9,POLR2M
Q8IXM2,172,69.53581395348834,ENST00000439424.6,ENSG00000258315.5,C17orf49
P55211,416,80.40180288461539,ENST00000333868.10,ENSG00000132906.18,CASP9
P12081,509,91.90196463654232,ENST00000504156.7,ENSG00000170445.16,HARS1
Q9BX73,214,80.24285046728968,ENST00000456397.7,ENSG00000169490.17,TM2D2
Q86SE8,214,73.5201401869159,ENST00000518119.6,ENSG00000158806.14,NPM2
Q9P0W8,599,57.513055091819616,ENST00000393545.9,ENSG00000042317.17,SPATA7
Q3B7T3,259,58.429459459459466,ENST00000536005.7,ENSG00000166546.14,BEAN1
Q86VH5,581,74.02798623063696,ENST00000361320.5,ENSG00000198739.11,LRRTM3
Q9H5V9,222,76.9785135135135,ENST00000644802.2,ENSG00000018610.15,STEEP1
Q9NVA2,429,82.30340326340334,ENST00000264893.11,ENSG00000138758.12,SEPTIN11
P04732,61,80.94360655737704,ENST00000306061.10,ENSG00000169715.15,MT1E
P49419,539,95.2096474953617,ENST00000409134.8,ENSG00000164904.18,ALDH7A1
Q9UNK4,145,91.95448275862068,ENST00000375105.8,ENSG00000117215.15,PLA2G2D
Q5VVQ6,348,80.57701149425289,ENST00000315927.9,ENSG00000180667.11,YOD1
Q5VX52,459,68.681568627451,na,na,na
P62847,133,88.75766917293234,ENST00000613865.5,ENSG00000138326.21,RPS24
Q9Y458,520,58.784153846153856,ENST00000373296.8,ENSG00000122145.15,TBX22
O14653,212,83.487641509434,ENST00000640051.2,ENSG00000108433.17,GOSR2
Q96S06,567,90.17620811287476,ENST00000262301.16,ENSG00000103227.19,LMF1
Q6NT04,549,71.04599271402556,ENST00000396862.2,ENSG00000140993.11,TIGD7
O00338,296,95.41770270270275,ENST00000251481.11,ENSG00000198203.10,SULT1C2
Q8WW14,234,60.06311965811964,ENST00000588184.2,ENSG00000165863.17,C10orf82
O43247,280,59.162928571428566,ENST00000381821.2,ENSG00000185264.12,TEX33
Q13131,559,79.42710196779962,ENST00000397128.7,ENSG00000132356.12,PRKAA1
O75679,317,84.71309148264982,ENST00000249007.4,ENSG00000128276.10,RFPL3
P24666,158,96.05784810126583,ENST00000272065.10,ENSG00000143727.16,ACP1
Q7Z698,418,69.08083732057419,ENST00000356388.9,ENSG00000198369.10,SPRED2
Q9H903,347,89.02259365994233,ENST00000325278.7,ENSG00000163738.19,MTHFD2L
Q8N8W4,532,65.4352067669172,na,na,na
Q5TBE3,101,64.68950495049505,ENST00000376001.7,ENSG00000187753.13,C9orf153
P49336,464,79.36342672413794,ENST00000381527.8,ENSG00000132964.12,CDK8
Q96J88,318,73.84220125786166,ENST00000398762.7,ENSG00000133106.15,EPSTI1
Q14849,445,81.49289887640454,ENST00000336308.10,ENSG00000131748.16,STARD3
P07948,512,83.43851562499994,ENST00000519728.6,ENSG00000254087.8,LYN
Q9NWZ5,548,81.2535218978102,ENST00000354216.11,ENSG00000198276.16,UCKL1
Q8IYT4,538,72.65851301115254,ENST00000683218.1,ENSG00000167216.19,KATNAL2
Q5T9C9,394,83.64822335025377,ENST00000388747.9,ENSG00000167103.12,PIP5KL1
O60260,465,78.48255913978484,ENST00000366898.6,ENSG00000185345.24,PRKN
Q9BZP6,476,92.33371848739486,ENST00000369740.6,ENSG00000134216.19,CHIA
P39905,211,74.72834123222748,ENST00000326524.7,ENSG00000168621.15,GDNF
Q5NUL3,361,79.57047091412738,ENST00000371481.9,ENSG00000186188.11,FFAR4
Q8IYV9,350,81.1296285714286,ENST00000332955.7,ENSG00000182264.9,IZUMO1
Q8N1N4,520,69.7343076923077,ENST00000304620.5,ENSG00000170423.13,KRT78
Q99719,369,77.67276422764225,ENST00000455784.7,ENSG00000184702.20,SEPTIN5
Q15528,200,78.29934999999999,ENST00000343730.10,ENSG00000148297.16,MED22
Q15907,218,85.60839449541278,ENST00000328024.11,ENSG00000185236.12,RAB11B
P42771,156,74.85929487179487,ENST00000304494.10,ENSG00000147889.18,CDKN2A
Q8NDX9,201,74.71318407960197,ENST00000375864.4,ENSG00000240053.8,LY6G5B
Q5JQS6,135,66.89200000000001,ENST00000366488.5,ENSG00000169224.13,GCSAML
Q9BRQ3,303,92.8447194719472,ENST00000279206.8,ENSG00000149761.9,NUDT22
Q9H4I3,376,80.35380319148932,ENST00000380909.9,ENSG00000170638.10,TRABD
Q15973,351,74.34623931623933,ENST00000543802.3,ENSG00000196418.13,ZNF124
Q14653,427,79.87135831381727,ENST00000377139.8,ENSG00000126456.16,IRF3
Q9H0Z9,239,66.76129707112969,ENST00000356208.10,ENSG00000132819.17,RBM38
Q86VF5,341,92.51346041055716,ENST00000223114.9,ENSG00000106384.12,MOGAT3
P36537,528,92.44367424242424,ENST00000265403.12,ENSG00000109181.12,UGT2B10
P19878,526,78.56642585551327,ENST00000367535.8,ENSG00000116701.15,NCF2
P51460,131,65.67862595419848,ENST00000317306.8,ENSG00000248099.4,INSL3
O43399,206,68.75621359223305,ENST00000346249.9,ENSG00000101150.18,TPD52L2
Q6NXE6,501,90.93752495009976,ENST00000535612.6,ENSG00000105676.14,ARMC6
Q9H0R3,208,84.72091346153846,ENST00000374076.9,ENSG00000186501.15,TMEM222
P55055,460,80.03921739130425,ENST00000253727.10,ENSG00000131408.15,NR1H2
P13473,410,83.6308292682927,ENST00000200639.9,ENSG00000005893.16,LAMP2
O75311,464,84.14396551724147,ENST00000274093.8,ENSG00000145451.13,GLRA3
O60512,393,88.25068702290078,ENST00000319769.10,ENSG00000158850.15,B4GALT3
P46108,304,69.48786184210523,ENST00000300574.3,ENSG00000167193.8,CRK
Q9BUG6,496,56.00439516129035,ENST00000683990.1,ENSG00000131848.10,ZSCAN5A
A6NJ78,407,80.30737100737099,ENST00000407364.8,ENSG00000169519.21,METTL15
P61960,85,91.4796470588235,ENST00000239878.9,ENSG00000120686.12,UFM1
Q6UWH4,519,71.65221579961465,ENST00000585682.6,ENSG00000164125.16,GASK1B
P62166,190,88.41773684210527,ENST00000372398.6,ENSG00000107130.10,NCS1
P61266,288,84.63618055555554,ENST00000215095.11,ENSG00000099365.11,STX1B
Q7Z7A4,578,85.2626816608996,ENST00000356151.7,ENSG00000168297.16,PXK
Q75MW2,155,75.72954838709687,na,na,na
Q9P1U1,418,93.14789473684203,ENST00000256001.13,ENSG00000133627.18,ACTR3B
Q8TDN1,519,77.62169556840082,ENST00000308251.6,ENSG00000168418.8,KCNG4
P35052,558,82.28544802867374,ENST00000264039.7,ENSG00000063660.9,GPC1
Q99572,595,87.64472268907558,ENST00000328963.10,ENSG00000089041.17,P2RX7
P53778,367,87.98855585831059,ENST00000215659.13,ENSG00000188130.14,MAPK12
Q00005,443,90.540993227991,ENST00000394411.9,ENSG00000156475.19,PPP2R2B
Q9NP84,129,72.67209302325583,ENST00000326577.9,ENSG00000006327.14,TNFRSF12A
Q8N884,522,76.95837164750952,ENST00000370315.4,ENSG00000164430.17,CGAS
Q8N5B7,392,84.81413265306118,ENST00000317551.12,ENSG00000139624.14,CERS5
Q96MF6,247,76.74327935222672,ENST00000308197.10,ENSG00000135469.14,COQ10A
O95084,383,81.1937859007833,ENST00000280258.6,ENSG00000150687.12,PRSS23
P48651,473,80.0284566596195,ENST00000517309.6,ENSG00000156471.13,PTDSS1
Q9H3H3,292,82.26565068493147,ENST00000449692.3,ENSG00000175573.7,C11orf68
P63096,354,93.76596045197742,ENST00000649796.2,ENSG00000127955.17,GNAI1
P43115,390,75.75510256410256,ENST00000306666.10,ENSG00000050628.21,PTGER3
P27338,520,95.62805769230764,ENST00000378069.5,ENSG00000069535.14,MAOB
P24462,503,92.26920477137178,ENST00000336374.4,ENSG00000160870.15,CYP3A7
Q9NYP7,299,83.18381270903,ENST00000304434.11,ENSG00000012660.14,ELOVL5
Q9C075,422,76.86917061611368,ENST00000209718.8,ENSG00000108244.17,KRT23
Q96NB1,174,73.3715517241379,ENST00000255759.11,ENSG00000133393.13,CEP20
Q5SQI0,421,68.19301662707834,ENST00000376485.8,ENSG00000137343.18,ATAT1
Q8TAZ6,248,66.5478629032258,ENST00000268595.3,ENSG00000140932.10,CMTM2
Q9P0N9,293,92.69795221842998,ENST00000379300.8,ENSG00000145979.18,TBC1D7
P23771,443,57.937200902934535,ENST00000346208.4,ENSG00000107485.18,GATA3
O14520,342,84.82538011695911,ENST00000297988.6,ENSG00000165269.13,AQP7
Q96HH6,336,90.84482142857144,ENST00000266673.10,ENSG00000139291.14,TMEM19
Q8N4P3,179,97.88452513966476,ENST00000394272.8,ENSG00000184508.12,HDDC3
Q9BUP0,239,78.0787447698745,ENST00000264059.8,ENSG00000115468.13,EFHD1
O00254,374,76.4517914438503,ENST00000296641.5,ENSG00000164220.7,F2RL2
Q6ZMI3,551,73.2543557168784,ENST00000335449.11,ENSG00000186417.14,GLDN
Q8NCQ5,510,76.75347058823533,ENST00000419743.7,ENSG00000141665.13,FBXO15
Q5BVD1,217,75.79239631336404,ENST00000264848.10,ENSG00000114529.13,C3orf52
Q9H1Z4,485,80.89742268041235,na,na,na
Q969F2,451,56.26383592017741,ENST00000296849.10,ENSG00000145506.14,NKD2
Q8IYX1,336,93.16077380952387,ENST00000300504.7,ENSG00000167139.9,TBC1D21
O43768,121,68.22429752066115,ENST00000369014.10,ENSG00000143420.19,ENSA
Q99627,209,85.28114832535886,ENST00000354371.7,ENSG00000198612.11,COPS8
Q86SQ6,560,63.97962500000005,ENST00000392607.8,ENSG00000197177.16,ADGRA1
A8K8V0,405,62.75148148148145,ENST00000395216.3,ENSG00000197162.10,ZNF785
Q9H4F8,434,73.19638248847922,ENST00000381280.4,ENSG00000198732.11,SMOC1
Q15555,327,73.85654434250768,ENST00000300249.10,ENSG00000166974.13,MAPRE2
Q5RIA9,395,75.85268354430377,ENST00000382405.8,ENSG00000147996.17,CBWD5
Q7Z2X4,250,65.90440000000002,ENST00000354069.6,ENSG00000153823.19,PID1
Q4ZJI4,515,79.11706796116508,ENST00000296422.12,ENSG00000164037.17,SLC9B1
Q5T9C2,384,68.83078125000003,ENST00000373095.6,ENSG00000167106.12,FAM102A
Q16854,277,86.24306859205785,ENST00000264093.9,ENSG00000114956.20,DGUOK
Q07812,192,87.02026041666669,ENST00000345358.12,ENSG00000087088.21,BAX
P36639,156,97.05442307692306,ENST00000356714.6,ENSG00000106268.16,NUDT1
P32239,447,75.27876957494416,ENST00000334619.7,ENSG00000110148.10,CCKBR
O60921,280,89.06567857142858,ENST00000258774.10,ENSG00000136273.13,HUS1
Q9NVA1,299,74.50598662207365,ENST00000374385.10,ENSG00000101019.22,UQCC1
Q6ZV70,420,92.90630952380955,ENST00000378619.4,ENSG00000147036.12,LANCL3
Q495M3,483,84.05207039337472,ENST00000335244.9,ENSG00000186335.9,SLC36A2
P11049,281,83.22572953736652,ENST00000323906.9,ENSG00000104894.12,CD37
O60636,221,86.68049773755658,ENST00000369516.7,ENSG00000134198.10,TSPAN2
Q8TAG5,236,71.32389830508474,ENST00000407838.7,ENSG00000170419.11,VSTM2A
P60484,403,83.24719602977673,ENST00000371953.8,ENSG00000171862.12,PTEN
Q9UKY3,287,90.2835888501742,na,na,na
P11229,460,74.54106521739138,ENST00000306960.4,ENSG00000168539.4,CHRM1
Q5RI15,118,67.15483050847457,ENST00000411948.7,ENSG00000203667.10,COX20
Q9Y316,297,97.67104377104378,ENST00000404530.6,ENSG00000162959.14,MEMO1
P47870,512,76.3301953125,ENST00000393959.6,ENSG00000145864.14,GABRB2
Q16537,467,88.63929336188434,ENST00000337537.8,ENSG00000154001.14,PPP2R5E
Q6P1N9,297,97.94441077441078,ENST00000276692.11,ENSG00000147687.19,TATDN1
Q96SI1,283,82.51837455830382,ENST00000683859.1,ENSG00000153885.15,KCTD15
P60604,165,94.34127272727277,ENST00000345496.7,ENSG00000184787.19,UBE2G2
Q13530,473,75.30173361522202,ENST00000342374.5,ENSG00000132824.14,SERINC3
Q8N2R0,312,60.10919871794872,ENST00000297565.9,ENSG00000164920.10,OSR2
Q9BUL5,403,59.5677667493797,ENST00000320316.8,ENSG00000040633.13,PHF23
Q8N461,479,83.12359081419625,ENST00000397621.6,ENSG00000127585.12,FBXL16
Q8TCU3,470,88.22808510638293,ENST00000297524.8,ENSG00000164893.9,SLC7A13
Q9H3H5,408,94.47615196078428,ENST00000354202.9,ENSG00000172269.20,DPAGT1
Q8IWF9,413,72.30627118644071,ENST00000342404.8,ENSG00000150676.13,CCDC83
Q9HCC8,539,90.57842300556574,ENST00000374382.4,ENSG00000130055.14,GDPD2
Q0VAA5,305,80.42934426229506,ENST00000477665.2,ENSG00000240891.8,PLCXD2
Q9NRG7,293,97.25068259385672,ENST00000399395.8,ENSG00000100445.18,SDR39U1
O75123,536,71.07860074626865,ENST00000501748.3,ENSG00000183309.12,ZNF623
Q04941,152,77.3359210526316,ENST00000376327.6,ENSG00000102007.11,PLP2
Q16656,503,61.18634194831016,ENST00000393232.6,ENSG00000106459.15,NRF1
Q96JQ5,239,74.17958158995816,ENST00000337908.5,ENSG00000110079.19,MS4A4A
Q8WV16,495,77.63197979797978,ENST00000358377.7,ENSG00000119599.17,DCAF4
O14770,477,62.092243186582834,ENST00000561208.6,ENSG00000134138.20,MEIS2
P14868,501,93.07980039920156,ENST00000264161.9,ENSG00000115866.11,DARS1
Q8NFR7,591,79.30236886632824,ENST00000283233.10,ENSG00000153237.18,CCDC148
Q01105,290,78.51917241379313,ENST00000372692.8,ENSG00000119335.18,SET
Q9H7C4,482,72.46062240663915,ENST00000409190.8,ENSG00000162520.15,SYNC
Q6UWZ7,409,76.86068459657703,ENST00000321945.12,ENSG00000163322.14,ABRAXAS1
P43088,359,80.40272980501395,ENST00000370757.8,ENSG00000122420.10,PTGFR
Q6DHV7,355,93.5252676056338,ENST00000562188.7,ENSG00000168803.16,ADAL
Q99436,277,89.7402166064983,ENST00000259457.8,ENSG00000136930.13,PSMB7
Q96CX3,271,90.35785977859778,ENST00000620116.5,ENSG00000186446.12,ZNF501
Q9H400,295,54.25094915254238,ENST00000309546.8,ENSG00000203896.10,LIME1
P21953,392,90.35515306122444,ENST00000320393.9,ENSG00000083123.15,BCKDHB
P12034,268,75.13458955223878,ENST00000312465.12,ENSG00000138675.17,FGF5
Q9Y2F9,522,82.93400383141751,ENST00000378226.7,ENSG00000132640.15,BTBD3
Q8TCJ0,367,75.77961852861036,ENST00000382824.5,ENSG00000147364.17,FBXO25
P14651,431,56.07526682134569,ENST00000498678.6,ENSG00000120093.12,HOXB3
O43699,453,75.57918322295801,ENST00000425629.8,ENSG00000105492.16,SIGLEC6
O95168,129,94.73341085271322,ENST00000184266.3,ENSG00000065518.8,NDUFB4
Q8N6D5,301,91.30581395348833,ENST00000592179.6,ENSG00000154065.17,ANKRD29
Q92529,594,61.150151515151606,ENST00000375835.9,ENSG00000148082.10,SHC3
