reference,length,plddt,class,helix,sheet,loop,surface charge,radius of gyration
P81605,110,64.30254545,low,0.636363636,0,0.363636364,-1,30.48737525
O95072,547,64.28429616,low,0.345521024,0.014625229,0.639853748,-27,44.29661265
Q6IPW1,123,64.27349593,low,0.195121951,0,0.804878049,10,37.1669042
Q9BVC5,232,64.26646552,low,0.206896552,0,0.793103448,11,34.43611493
Q96BK5,328,64.26631098,low,0.222560976,0,0.777439024,19,41.67083338
Q8N128,213,64.26446009,low,0.361502347,0.042253521,0.596244131,-21,50.27046285
P48551,515,64.25190291,low,0.108737864,0.184466019,0.706796117,-46,54.60099432
Q5VIY5,522,64.25088123,low,0.358237548,0.093869732,0.54789272,26,38.99940102
Q6NUK4,255,64.23466667,low,0.568627451,0,0.431372549,13,39.5050798
Q8IX90,412,64.23203883,low,0.310679612,0,0.689320388,-14,45.98237902
Q9H040,489,64.22869121,low,0.251533742,0.079754601,0.668711656,5,39.29015452
Q9NXR5,420,64.19121429,low,0.321428571,0,0.678571429,-17,39.4586522
P23760,479,64.18751566,low,0.319415449,0.014613779,0.665970772,7,41.88379434
P29558,406,64.16581281,low,0.140394089,0.096059113,0.763546798,6,38.73246685
Q86UC2,560,64.1635,low,0.380357143,0,0.619642857,-14,77.43375841
P02808,62,64.16290323,low,0.483870968,0,0.516129032,1,28.26115862
Q8NA72,575,64.15791304,low,0.431304348,0,0.568695652,-2,84.4792913
Q9UKX7,468,64.15123932,low,0.151709402,0.121794872,0.726495726,-8.88E-16,43.12781532
Q6X4W1,530,64.15118868,low,0.31509434,0.050943396,0.633962264,13,40.98605276
Q5SVJ3,147,64.14639456,low,0.170068027,0.054421769,0.775510204,9,29.52488626
Q86YJ5,346,64.12265896,low,0.367052023,0.028901734,0.604046243,14,35.77667262
Q8IW70,566,64.11514134,low,0.28975265,0.171378092,0.538869258,-1,38.16914666
Q8IXQ8,264,64.10079545,low,0.128787879,0.185606061,0.685606061,6,32.77892154
Q9BRK0,252,64.09337302,low,0.563492063,0,0.436507937,10,42.90878087
O15178,435,64.09287356,low,0.15862069,0.114942529,0.726436782,-1,39.81836193
Q6NW34,567,64.07174603,low,0.51675485,0.017636684,0.465608466,40,35.43005364
Q9BWF3,364,64.06629121,low,0.233516484,0.159340659,0.607142857,-2,37.7225686
O15535,394,64.06142132,low,0.441624365,0.07106599,0.487309645,-2,34.63006355
Q08648,103,64.06058252,low,0.427184466,0,0.572815534,8,27.26661016
Q08495,405,64.02204938,low,0.303703704,0.019753086,0.67654321,5,41.08931339
Q8IVW4,592,64.01964527,low,0.231418919,0.089527027,0.679054054,26,40.67567058
Q5JWF2,1333,64.0168042,low,0.221793635,0.041465767,0.736740598,-38,48.90873733
P18615,380,64.01281579,low,0.347368421,0.076315789,0.576315789,9,47.3494614
P51513,507,64.0047929,low,0.331360947,0.114398422,0.554240631,5,36.64364869
Q5T0J7,233,63.99828326,low,0.369098712,0,0.630901288,11,47.19484561
Q8IU57,520,63.99194231,low,0.094230769,0.136538462,0.769230769,-24,51.90301773
Q9Y241,93,63.9883871,low,0.720430108,0,0.279569892,6,18.54271259
Q15776,578,63.98155709,low,0.411764706,0.10899654,0.479238754,-2,42.8525157
Q86SQ6,560,63.979625,low,0.392857143,0,0.607142857,5,38.55929706
Q9UHF4,553,63.97755877,low,0.115732369,0.151898734,0.732368897,-28,55.19317394
Q8WV28,456,63.97721491,low,0.127192982,0.087719298,0.785087719,2,42.94889127
Q5VTD9,330,63.96681818,low,0.236363636,0.127272727,0.636363636,14,34.60993392
P12524,364,63.92928571,low,0.293956044,0.016483516,0.68956044,-10,41.49497223
P17036,446,63.92286996,low,0.408071749,0.109865471,0.48206278,-3.33E-15,38.00096745
Q86UF4,302,63.92215232,low,0.301324503,0,0.698675497,17,44.10340257
Q3C1V1,193,63.91854922,low,0.233160622,0,0.766839378,6,38.55331833
Q96HH9,432,63.90081019,low,0.303240741,0.118055556,0.578703704,2,45.78703911
Q13506,487,63.89459959,low,0.425051335,0,0.574948665,-6,40.65761359
Q96H15,378,63.88108466,low,0.198412698,0.113756614,0.687830688,-4,46.68168564
Q6AW86,544,63.87176471,low,0.279411765,0.130514706,0.590073529,33,40.19348374
Q9UF11,243,63.86831276,low,0.0781893,0.283950617,0.637860082,-3.89E-15,24.92089307
Q9H019,292,63.85691781,low,0.335616438,0,0.664383562,-5,39.24549273
O75143,517,63.85454545,low,0.210831721,0.098646035,0.690522244,-20,41.85863569
Q9UBU3,117,63.82675214,low,0.401709402,0.11965812,0.478632479,-3,24.76542813
Q92782,380,63.81678947,low,0.186842105,0.060526316,0.752631579,-2,33.72973777
Q9H8Y8,452,63.79774336,low,0.07300885,0.146017699,0.780973451,-17,40.36734459
Q6ZS27,426,63.79600939,low,0.288732394,0.150234742,0.561032864,2,40.03446798
P07492,148,63.77925676,low,0.331081081,0,0.668918919,9,44.61928433
Q9Y2V3,346,63.77072254,low,0.239884393,0,0.760115607,6,37.84077671
Q86SX3,495,63.74769697,low,0.626262626,0,0.373737374,4,36.01032812
P84157,204,63.73397059,low,0.421568627,0,0.578431373,-25,35.20958591
P56177,255,63.70411765,low,0.176470588,0,0.823529412,10,35.62915565
Q13398,564,63.6845922,low,0.39893617,0.124113475,0.476950355,19,40.4267843
Q9BSK1,485,63.6788866,low,0.348453608,0.115463918,0.536082474,27,38.17959323
Q9UM00,239,63.65476987,low,0.631799163,0,0.368200837,25,28.89428805
A6H8Z2,402,63.64751244,low,0.161691542,0.039800995,0.798507463,-26,37.51544064
Q9NSI8,373,63.62643432,low,0.160857909,0.08847185,0.750670241,-13,42.33472849
Q6ISU1,281,63.61647687,low,0.174377224,0.153024911,0.672597865,-1,38.11497344
Q7L2R6,523,63.61319312,low,0.393881453,0.10707457,0.499043977,21,38.10087507
Q16538,588,63.6077381,low,0.469387755,0.015306122,0.515306122,8,38.47109657
Q8WWN9,437,63.57576659,low,0.231121281,0.102974828,0.66590389,-8.88E-16,42.44703932
Q96Q45,408,63.57458333,low,0.414215686,0.029411765,0.556372549,-3,43.70240206
Q96FT9,208,63.55850962,low,0.235576923,0,0.764423077,-17,38.78865129
Q13243,272,63.54625,low,0.150735294,0.202205882,0.647058824,40,40.53105722
Q9UBF9,498,63.52722892,low,0.086345382,0.224899598,0.68875502,12,47.70981728
P19484,476,63.52518908,low,0.407563025,0,0.592436975,-10,46.53415441
P12272,177,63.50463277,low,0.344632768,0,0.655367232,15,36.42832927
Q07820,350,63.50428571,low,0.428571429,0,0.571428571,-6,33.25976067
Q9UK00,162,63.50246914,low,0.450617284,0,0.549382716,-4,46.52901226
Q8IW50,185,63.4932973,low,0.183783784,0,0.816216216,-12,34.25894183
Q5SQQ9,334,63.48778443,low,0.230538922,0.050898204,0.718562874,11,44.23185081
Q9H5Z6,455,63.48184615,low,0.114285714,0.171428571,0.714285714,-3.33E-15,33.21272612
Q8TBK6,192,63.46572917,low,0.171875,0,0.828125,3,38.50130632
P49918,316,63.46278481,low,0.113924051,0.056962025,0.829113924,-4,42.12345811
Q9H4H8,585,63.462,low,0.302564103,0.095726496,0.601709402,-6,39.14952331
Q75NE6,70,63.45671429,low,0.371428571,0,0.628571429,4,17.78342189
Q8TB05,177,63.45118644,low,0.276836158,0,0.723163842,-5,32.11468918
Q8NFA2,376,63.43234043,low,0.231382979,0.260638298,0.507978723,13,30.90530658
P98153,550,63.4216,low,0.158181818,0.136363636,0.705454545,-25,49.96327679
Q8NFH5,326,63.41404908,low,0.199386503,0.085889571,0.714723926,5,40.71010089
Q96ME7,567,63.40730159,low,0.315696649,0.037037037,0.647266314,48,44.76532825
O75475,530,63.40183019,low,0.28490566,0.047169811,0.667924528,13,47.32826547
Q01130,221,63.39384615,low,0.099547511,0.117647059,0.78280543,44,45.96341491
Q9C010,78,63.37833333,low,0.064102564,0,0.935897436,-4,41.0542152
Q96HC4,596,63.35662752,low,0.105704698,0.117449664,0.776845638,9,41.31158935
Q96G74,571,63.35038529,low,0.330998249,0.042031524,0.626970228,-7,47.73920237
Q13519,176,63.34238636,low,0.625,0,0.375,4,31.99210276
Q9NWM3,386,63.34126943,low,0.378238342,0,0.621761658,-7,41.28139016
A6PVY3,158,63.31278481,low,0.455696203,0.075949367,0.46835443,-9,42.53268086
P43364,429,63.29207459,low,0.317016317,0.055944056,0.627039627,-26,35.7318415
Q15054,466,63.28796137,low,0.186695279,0.122317597,0.690987124,18,43.45095071
P25063,80,63.252125,low,0.5125,0,0.4875,2,22.39263528
A6NJ46,265,63.25169811,low,0.271698113,0,0.728301887,7,33.87510431
Q70Z44,454,63.25101322,low,0.365638767,0.169603524,0.464757709,10,43.41727543
O95684,399,63.24340852,low,0.305764411,0,0.694235589,-25,42.63086901
Q9BQQ3,440,63.23834091,low,0.075,0.15,0.775,-36,38.84328599
Q96JZ2,352,63.22911932,low,0.258522727,0.079545455,0.661931818,-2,38.52771335
Q86YD3,366,63.22193989,low,0.095628415,0.289617486,0.614754098,-5.22E-15,48.18652609
Q8IWE2,563,63.2028952,low,0.488454707,0,0.511545293,-45,38.96643507
Q9NY12,217,63.20248848,low,0.032258065,0.221198157,0.746543779,21,36.3051535
Q6PB30,78,63.15833333,low,0.217948718,0,0.782051282,9,36.32965484
Q9BQE9,202,63.13257426,low,0.128712871,0.059405941,0.811881188,-12,37.30761838
Q9HBQ8,144,63.12375,low,0.284722222,0,0.715277778,-4,34.83991924
Q9BU76,263,63.08638783,low,0.36121673,0,0.63878327,24,39.98401237
O94763,535,63.07538318,low,0.228037383,0.076635514,0.695327103,-34,46.27799497
P30307,473,63.0722833,low,0.241014799,0.044397463,0.714587738,-4.00E-15,40.08729371
Q8N726,132,63.05931818,low,0.151515152,0.151515152,0.696969697,22,31.65315488
Q01113,521,63.05616123,low,0.166986564,0.161228407,0.671785029,-18,44.77156865
Q8WVV4,589,63.05509338,low,0.458404075,0.040747029,0.500848896,-16,71.17522908
Q9NZH5,202,63.04039604,low,0.118811881,0,0.881188119,-1,38.94150447
Q7Z3D4,306,63.03980392,low,0.326797386,0.045751634,0.62745098,-8,45.86953413
Q9NR90,486,63.03697531,low,0.034979424,0.185185185,0.779835391,8,31.76039842
Q6S545,545,63.02915596,low,0.401834862,0,0.598165138,-1,35.2989705
Q99933,345,63.01208696,low,0.373913043,0.063768116,0.562318841,1,40.33580711
Q569H4,304,62.99996711,low,0.144736842,0,0.855263158,8,43.95185681
Q9GZY8,342,62.97385965,low,0.324561404,0,0.675438596,3,41.88730479
Q9Y6I3,576,62.97149306,low,0.388888889,0,0.611111111,-24,42.16781808
Q9UHG0,476,62.95922269,low,0.090336134,0.094537815,0.81512605,-7,49.66349966
P35452,270,62.95685185,low,0.188888889,0,0.811111111,15,37.23235508
A0AV96,593,62.94482293,low,0.168634064,0.129848229,0.701517707,1,37.12008349
Q15942,572,62.94101399,low,0.124125874,0.071678322,0.804195804,-6,46.4670897
Q6XE24,437,62.94022883,low,0.107551487,0.089244851,0.803203661,2,41.34769089
Q6ZTI6,216,62.93041667,low,0,0.365740741,0.634259259,3,45.37380737
Q8NA61,448,62.91285714,low,0.448660714,0.03125,0.520089286,-2,42.52702288
Q8N6I4,163,62.91220859,low,0.809815951,0,0.190184049,2,31.75783166
P31431,198,62.89767677,low,0.282828283,0,0.717171717,-18,42.53433216
P0CL80,117,62.89179487,low,0.05982906,0,0.94017094,-16,43.63776243
Q5HYR2,192,62.88010417,low,0.151041667,0,0.848958333,-1,37.4242761
Q5XG99,296,62.8610473,low,0.277027027,0.087837838,0.635135135,-4,49.10992328
Q9H8M2,597,62.850134,low,0.391959799,0.031825796,0.576214405,-14,42.19789493
G9CGD6,899,62.84212458,low,0.31701891,0.08676307,0.59621802,10,42.9539955
P14317,486,62.83226337,low,0.187242798,0.047325103,0.765432099,-42,51.23056588
Q6UXB8,463,62.83153348,low,0.157667387,0.075593952,0.766738661,-20,42.63417643
O75190,326,62.82625767,low,0.257668712,0.107361963,0.634969325,7,38.48314361
Q9UNY5,417,62.80326139,low,0.364508393,0.083932854,0.551558753,-8,35.65392551
Q12857,509,62.79984283,low,0.26719057,0.011787819,0.721021611,5,38.5481604
Q8WW12,178,62.77073034,low,0.146067416,0,0.853932584,-8.88E-16,36.60816078
Q86U06,439,62.77052392,low,0.241457859,0.143507973,0.615034169,18,40.52085034
P50221,254,62.76681102,low,0.173228346,0,0.826771654,1,37.93062794
A8K8V0,405,62.75148148,low,0.35308642,0.069135802,0.577777778,19,30.60515068
Q9UMX0,589,62.73258065,low,0.488964346,0.040747029,0.470288625,-14,40.80650471
Q96KR7,559,62.7321288,low,0.30411449,0,0.69588551,11,53.28812416
Q9H4D5,531,62.73156309,low,0.229755179,0.145009416,0.625235405,-5,37.28935592
O14836,293,62.73150171,low,0.23890785,0.061433447,0.699658703,6,42.80865687
Q7M4L6,423,62.71782506,low,0.111111111,0.063829787,0.825059102,-6,43.2473241
Q15742,525,62.71628571,low,0.344761905,0,0.655238095,-3,43.48199895
Q8N9W6,283,62.69618375,low,0.084805654,0.130742049,0.784452297,-1,35.53294624
Q8WXA9,508,62.69517717,low,0.375984252,0.06496063,0.559055118,56,55.04979914
Q6ZSS3,439,62.67214123,low,0.298405467,0.161731207,0.539863326,18,39.62095324
Q9NWW0,138,62.65869565,low,0.210144928,0,0.789855072,-8.88E-16,34.06647265
Q9BX40,385,62.65116883,low,0.098701299,0.103896104,0.797402597,14,46.45078793
Q15287,305,62.63960656,low,0.104918033,0.085245902,0.809836066,54,50.69396831
Q8N2C3,294,62.63612245,low,0.31292517,0.040816327,0.646258503,-1,31.36656055
Q9NY27,417,62.63,low,0.206235012,0,0.793764988,-45,45.96182216
O60759,359,62.62810585,low,0.233983287,0.094707521,0.671309192,-1,38.2037429
P30304,524,62.62570611,low,0.213740458,0.040076336,0.746183206,-2.00E-15,44.82247224
P29353,583,62.5651458,low,0.14922813,0.144082333,0.706689537,-6,40.5358381
Q9NUQ6,558,62.5646595,low,0.318996416,0,0.681003584,29,51.54292836
Q8N0U7,546,62.55624542,low,0.338827839,0.036630037,0.624542125,8,41.86780474
P42568,568,62.54989437,low,0.10915493,0.132042254,0.758802817,7,47.42248749
Q6J272,317,62.5462776,low,0.211356467,0,0.788643533,1,35.23044136
P15391,556,62.54480216,low,0.134892086,0.199640288,0.665467626,-23,50.1583833
A6NNE9,402,62.53718905,low,0.300995025,0.024875622,0.674129353,-3,38.08727584
Q02548,391,62.52948849,low,0.227621483,0.017902813,0.754475703,6,43.27992478
P09630,235,62.52412766,low,0.246808511,0,0.753191489,6,36.59654239
P30305,580,62.51060345,low,0.229310345,0.036206897,0.734482759,-5,43.07108812
Q9BT67,221,62.50914027,low,0.533936652,0,0.466063348,-9,33.61963013
Q13227,327,62.50336391,low,0.370030581,0,0.629969419,8,48.76689799
Q8WU79,429,62.5027972,low,0.216783217,0.025641026,0.757575758,9,44.54713828
O14948,347,62.50221902,low,0.334293948,0,0.665706052,-12,45.53998885
Q9H1J1,476,62.50002101,low,0.336134454,0.069327731,0.594537815,12,55.9298425
Q16670,478,62.49142259,low,0.376569038,0.117154812,0.506276151,7,34.18821806
Q3ZCU0,254,62.47259843,low,0.346456693,0,0.653543307,13,38.24954724
Q96LW7,228,62.47035088,low,0.337719298,0.026315789,0.635964912,10,26.63936207
Q9C0I9,530,62.47022642,low,0.39245283,0.028301887,0.579245283,17,43.69813478
P52952,324,62.46796296,low,0.287037037,0,0.712962963,13,41.13488933
Q8IZJ4,473,62.43547569,low,0.433403805,0.042283298,0.524312896,4,29.19282899
Q14103,355,62.41295775,low,0.183098592,0.126760563,0.690140845,1,38.31621682
Q15654,476,62.40640756,low,0.136554622,0.113445378,0.75,-2.66E-15,45.62522968
O75920,110,62.39018182,low,0.536363636,0,0.463636364,9,31.75167915
O14979,420,62.38742857,low,0.142857143,0.10952381,0.747619048,18,42.88828038
Q7Z4B0,112,62.38205357,low,0.776785714,0,0.223214286,13,28.86316553
Q6ZV65,393,62.37997455,low,0.31043257,0.015267176,0.674300254,20,42.90365694
Q9BZR8,327,62.37810398,low,0.443425076,0,0.556574924,-2,30.50684235
P04090,185,62.37513514,low,0.508108108,0,0.491891892,5,24.7448477
O95628,575,62.3714087,low,0.208695652,0.053913043,0.737391304,-2,46.88623774
Q15011,391,62.35713555,low,0.291560102,0.063938619,0.644501279,-15,40.02561584
Q9P272,454,62.34312775,low,0.233480176,0.121145374,0.645374449,-6,37.3102859
O15266,292,62.31921233,low,0.294520548,0,0.705479452,-4.44E-16,38.10101949
P55957,195,62.31697436,low,0.666666667,0,0.333333333,-7,19.7083481
Q13360,481,62.30891892,low,0.326403326,0.133056133,0.540540541,10,35.35065936
Q00987,491,62.29431772,low,0.132382892,0.057026477,0.810590631,-40,41.67723909
Q8WUZ0,217,62.28225806,low,0.165898618,0.064516129,0.769585253,-6,37.90311199
Q4VC05,210,62.25690476,low,0.123809524,0.066666667,0.80952381,-9,38.70872637
Q14247,550,62.23778182,low,0.163636364,0.049090909,0.787272727,-23,47.4127888
Q9GZP8,106,62.23424528,low,0.047169811,0,0.952830189,8,33.61735251
Q5JTD0,557,62.21969479,low,0.418312388,0.010771993,0.570915619,-16,61.05730582
Q99593,518,62.2077027,low,0.088803089,0.113899614,0.797297297,2,43.97416542
P31314,330,62.2059697,low,0.296969697,0,0.703030303,11,38.0929523
Q6P444,385,62.20535065,low,0.264935065,0,0.735064935,-2,43.10973415
Q6P4D5,195,62.17651282,low,0.594871795,0,0.405128205,11,42.39208834
Q96PE5,141,62.14765957,low,0.304964539,0,0.695035461,-3,40.72074583
Q9BZC1,486,62.12664609,low,0.242798354,0.113168724,0.644032922,2,36.09647776
P47710,185,62.1212973,low,0.524324324,0,0.475675676,-5,36.16551287
Q8TD55,490,62.11932653,low,0.230612245,0.087755102,0.681632653,-12,45.9444981
Q71RG4,321,62.10218069,low,0.286604361,0.07788162,0.635514019,-14,43.55247851
Q9NP31,389,62.09861183,low,0.115681234,0.06940874,0.814910026,-1,40.23156458
Q13247,344,62.09229651,low,0.119186047,0.156976744,0.723837209,57,48.60491631
O14770,477,62.09224319,low,0.337526205,0,0.662473795,-17,44.04685629
Q9BXS6,441,62.09049887,low,0.260770975,0,0.739229025,32,42.70111443
Q9BY77,421,62.08289786,low,0.204275534,0.083135392,0.712589074,26,43.93462117
Q8WXC6,57,62.07982456,low,0.473684211,0,0.526315789,-14,21.63847427
P15408,326,62.07923313,low,0.288343558,0,0.711656442,-4.00E-15,42.40569925
O43237,492,62.06770325,low,0.363821138,0.093495935,0.542682927,-8,37.7598096
Q3KP22,176,62.03806818,low,0.125,0.079545455,0.795454545,13,36.35358142
Q5T292,105,62.02609524,low,0.628571429,0,0.371428571,4,28.84435903
Q8N108,512,62.0171875,low,0.296875,0,0.703125,-71,45.96177017
Q5TAB7,128,61.98226562,low,0.09375,0.09375,0.8125,-12,28.05135935
Q9UGQ2,172,61.97383721,low,0.837209302,0,0.162790698,-1,24.79184898
Q6ZUT1,292,61.96726027,low,0.260273973,0,0.739726027,21,43.10097333
P26436,265,61.96460377,low,0.049056604,0.166037736,0.78490566,-25,39.44723399
Q9UK76,154,61.95188312,low,0,0,1,-2,38.29168331
Q96AP0,458,61.94899563,low,0.222707424,0.102620087,0.674672489,-16,38.94310267
Q9UBX2,424,61.94794811,low,0.261792453,0,0.738207547,3,39.89527694
Q9HB65,397,61.94153652,low,0.312342569,0.123425693,0.564231738,-10,34.16955666
Q96NZ9,151,61.93735099,low,0.145695364,0,0.854304636,-9,35.14349595
Q99674,318,61.92207547,low,0.22327044,0,0.77672956,-33,42.27069489
O43281,561,61.9130303,low,0.226381462,0.048128342,0.725490196,-20,42.84953318
Q96LC9,184,61.8911413,low,0.342391304,0,0.657608696,-10,37.3562666
Q9H8G2,361,61.88966759,low,0.265927978,0,0.734072022,-22,43.2142516
Q96BR9,441,61.85079365,low,0.263038549,0.079365079,0.657596372,-2,37.70749177
P13378,290,61.83682759,low,0.227586207,0,0.772413793,4,36.95030436
Q9NZ09,502,61.8337251,low,0.324701195,0,0.675298805,-22,44.88952346
P55916,312,61.83288462,low,0.762820513,0,0.237179487,11,22.55413114
Q86SG4,172,61.80244186,low,0.598837209,0,0.401162791,13,33.32289787
P23759,505,61.77914851,low,0.293069307,0.013861386,0.693069307,9,44.82158908
Q17RF5,130,61.74338462,low,0.184615385,0,0.815384615,11,38.52090894
Q495C1,297,61.73919192,low,0.292929293,0.04040404,0.666666667,12,38.61676832
Q2VYF4,491,61.72702648,low,0.478615071,0,0.521384929,15,37.55930107
P01106,439,61.70264237,low,0.325740319,0,0.674259681,-13,45.98952845
P08651,508,61.70035433,low,0.265748031,0.011811024,0.722440945,6,39.75539655
Q14134,588,61.69505102,low,0.323129252,0.032312925,0.644557823,-2,57.07155287
Q5JTV8,583,61.68356775,low,0.245283019,0.048027444,0.706689537,3,45.25418512
Q9NPF0,282,61.66195035,low,0.209219858,0.053191489,0.737588652,-8,37.74514967
Q8WWR9,84,61.65690476,low,0.142857143,0,0.857142857,-1.55E-15,31.45467626
Q9NQV5,511,61.65180039,low,0.287671233,0.113502935,0.598825832,-6,40.17524722
Q9BRP0,275,61.64603636,low,0.330909091,0.101818182,0.567272727,10,30.60647994
P57052,281,61.64558719,low,0.153024911,0.096085409,0.75088968,5,36.82156291
Q96PM9,386,61.62805699,low,0.222797927,0.03626943,0.740932642,19,44.87789105
Q9H6Z4,567,61.6078836,low,0.119929453,0.119929453,0.760141093,-34,48.24065951
Q6ZN04,569,61.58620387,low,0.191564148,0.068541301,0.739894552,-4,44.89674814
Q8N9V6,530,61.57696226,low,0.371698113,0.024528302,0.603773585,19,45.24882068
P20963,164,61.57164634,low,0.347560976,0,0.652439024,5,36.31092175
Q8IYB5,467,61.5612848,low,0.233404711,0.023554604,0.743040685,8,44.44527532
Q6NSZ9,544,61.553125,low,0.314338235,0.077205882,0.608455882,2,38.14940346
P05408,212,61.54735849,low,0.268867925,0.028301887,0.702830189,-7,38.50832799
Q9C0D0,580,61.54234483,low,0.318965517,0,0.681034483,-4,51.65304334
Q14011,172,61.5297093,low,0.145348837,0.156976744,0.697674419,5,33.27814295
Q12837,409,61.51860636,low,0.300733496,0,0.699266504,9,42.41090858
O75121,409,61.51709046,low,0.28606357,0.11002445,0.60391198,-18,44.81074202
Q5SQH8,315,61.49857143,low,0.253968254,0.158730159,0.587301587,7,35.37681323
Q8N6N3,182,61.48236264,low,0.175824176,0,0.824175824,-7,35.6170906
Q15056,248,61.47766129,low,0.096774194,0.112903226,0.790322581,-4.00E-15,39.99025983
Q96SR6,550,61.46787273,low,0.318181818,0.114545455,0.567272727,36,37.29364149
O60381,514,61.45653696,low,0.219844358,0.077821012,0.70233463,-13,37.57061535
Q9H6F5,360,61.44488889,low,0.2,0,0.8,29,47.96253348
Q9HC62,589,61.43106961,low,0.325976231,0.062818336,0.611205433,32,39.59585482
Q5BKY9,247,61.42708502,low,0.388663968,0,0.611336032,35,44.51851665
O76081,388,61.3757732,low,0.391752577,0,0.608247423,-2,34.99448199
Q96NX9,599,61.36338898,low,0.362270451,0.03672788,0.601001669,10,46.23883937
Q9H4I0,556,61.35438849,low,0.363309353,0.014388489,0.622302158,-26,44.80225831
Q7Z3H0,452,61.35028761,low,0.365044248,0,0.634955752,4,30.67402884
Q9BYJ9,559,61.34543828,low,0.150268336,0.046511628,0.803220036,7,43.58948613
O43918,545,61.33176147,low,0.220183486,0.012844037,0.766972477,2,45.82905689
Q96EI5,215,61.30334884,low,0.255813953,0,0.744186047,-9,42.91198136
P57773,515,61.29741748,low,0.458252427,0.015533981,0.526213592,7,46.02377404
Q9NW68,430,61.29383721,low,0.4,0,0.6,-43,39.49491206
Q14938,502,61.29229084,low,0.249003984,0.011952191,0.739043825,9,39.56224021
Q8N587,486,61.27290123,low,0.436213992,0.12962963,0.434156379,24,34.34144553
Q9C004,299,61.27157191,low,0.230769231,0.043478261,0.725752508,5,37.95083586
Q96MY1,436,61.27087156,low,0.27293578,0,0.72706422,-18,44.53701998
Q9Y3Y2,248,61.25306452,low,0.358870968,0,0.641129032,39,41.02233247
P42857,185,61.25281081,low,0.508108108,0.043243243,0.448648649,-2,46.30872925
Q8N6T3,406,61.25086207,low,0.24137931,0.024630542,0.733990148,-8,38.3256054
P14653,301,61.25036545,low,0.19269103,0,0.80730897,-1,40.84906484
Q7L804,512,61.249375,low,0.154296875,0.125,0.720703125,13,43.5139167
Q01851,419,61.2250358,low,0.38902148,0,0.61097852,8,41.52911479
Q9UEW3,520,61.222,low,0.213461538,0.051923077,0.734615385,10,50.38819116
Q13761,415,61.21621687,low,0.040963855,0.115662651,0.843373494,9,42.26568432
Q16656,503,61.18634195,low,0.365805169,0.115308151,0.51888668,-22,33.47657682
Q49AM3,519,61.18504817,low,0.362235067,0.036608863,0.601156069,6,40.94073383
P51815,510,61.18037255,low,0.411764706,0.054901961,0.533333333,23,38.07238295
Q9H6Y5,334,61.1644012,low,0.179640719,0.116766467,0.703592814,14,40.04628632
Q96L11,122,61.16163934,low,0.516393443,0,0.483606557,-3,33.00460493
P40225,353,61.15246459,low,0.359773371,0.02266289,0.617563739,7,39.78023072
Q92529,594,61.15015152,low,0.154882155,0.136363636,0.708754209,7,40.63212596
Q6ZN18,517,61.14990329,low,0.210831721,0.063829787,0.725338491,-24,45.51312322
Q5XKR9,115,61.1353913,low,0.095652174,0,0.904347826,4,40.10758417
Q8N1L9,274,61.13529197,low,0.251824818,0,0.748175182,-1.89E-15,41.71251486
O43889,371,61.12191375,low,0.371967655,0,0.628032345,-20,41.81517563
P55082,362,61.08997238,low,0.342541436,0.102209945,0.555248619,-18,41.46252615
Q00613,529,61.07928166,low,0.323251418,0.020793951,0.655954631,-22,47.72224477
Q01196,453,61.07225166,low,0.052980132,0.105960265,0.841059603,8,42.36623532
Q969W3,186,61.05844086,low,0.14516129,0,0.85483871,10,40.23525107
P04808,185,61.04762162,low,0.572972973,0,0.427027027,6,25.32037562
P56178,289,61.0333218,low,0.152249135,0,0.847750865,8,41.59820377
Q96HR8,494,61.03214575,low,0.066801619,0.074898785,0.858299595,-28,45.92465183
Q86VV4,465,61.01356989,low,0.116129032,0.152688172,0.731182796,15,44.05178083
O43310,598,60.99602007,low,0.444816054,0,0.555183946,-7,39.78303689
P35680,557,60.99425494,low,0.326750449,0,0.673249551,1,46.26586747
Q14135,290,60.99324138,low,0.189655172,0,0.810344828,3,44.74552814
Q86VI4,317,60.97268139,low,0.615141956,0,0.384858044,9,38.78871206
O60238,219,60.96242009,low,0.305936073,0,0.694063927,-10,39.00579661
Q86YD5,345,60.94634783,low,0.133333333,0.063768116,0.802898551,-17,40.40799869
Q8NHS9,363,60.94250689,low,0.110192837,0.148760331,0.741046832,15,39.52538734
Q96S66,551,60.93517241,low,0.471869328,0.021778584,0.506352087,-16,54.36240557
P32314,431,60.93359629,low,0.320185615,0.018561485,0.6612529,-6,43.53310225
Q9BR84,538,60.92659851,low,0.434944238,0.141263941,0.423791822,21,37.25733408
Q86VR2,466,60.92130901,low,0.525751073,0,0.474248927,-22,41.39657661
Q8TC41,542,60.91804428,low,0.234317343,0.084870849,0.680811808,2,40.47596509
Q8TEY5,395,60.89405063,low,0.283544304,0,0.716455696,-13,49.04259439
Q01543,452,60.88298673,low,0.261061947,0.030973451,0.707964602,-3,42.28558818
Q64ET8,278,60.88208633,low,0.215827338,0,0.784172662,1,43.73822704
Q6P9G9,518,60.87418919,low,0.405405405,0.081081081,0.513513514,-2,36.00412567
Q96KN8,279,60.85946237,low,0.182795699,0.132616487,0.684587814,3,32.91086645
Q8TDC0,251,60.82294821,low,0.247011952,0,0.752988048,6,35.14928526
Q96KN3,472,60.82074153,low,0.347457627,0,0.652542373,-29,42.45113187
